edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path
	Saṃyutta Nikāya	SN	SN43.44	parāyanasutta		sn4.9.2.33	Saṃyuttanikāyo	Saḷāyatanavaggo	9. Asaṅkhatasaṃyuttaṃ	2. Dutiyavaggo	33. Parāyanasuttaṃ	409	2.0542	2.0343	4.0372	4.0453	romn/s0304m.mul.xml	SN43.44	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.8.1.3.m	SN43.44	Saṁyutta Nikāya 43.44	2. Dutiyavagga	Parāyanasutta	The Haven		https://suttacentral.net/sn43.44	https://suttacentral.net/sn43.44/pli/ms	https://suttacentral.net/sn43.44/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn43/sn43.44_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.1	khemāsutta		sn4.10.2.1	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	1. Khemāsuttaṃ	410	2.0543	2.0344	4.0373	4.0454	romn/s0304m.mul.xml	SN44.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.0.m	SN44.1	Saṁyutta Nikāya 44.1	1. Abyākatavagga	Khemāsutta	With Khemā	While staying in Toraṇavatthu, King Pasenadi wishes to visit a spiritual teacher, and the nun Khemā is highly recommended to him. He asks her about whether a realized one still exists after death, and she says this is not answerable. Later he visits the Buddha, who replies in exactly the same way.	https://suttacentral.net/sn44.1	https://suttacentral.net/sn44.1/pli/ms	https://suttacentral.net/sn44.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.1_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.2	anurādhasutta 2		sn4.10.2.2	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	2. Anurādhasuttaṃ	411	2.0549	2.0349	4.038	4.0462	romn/s0304m.mul.xml	SN44.2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.1.m	SN44.2	Saṁyutta Nikāya 44.2	1. Abyākatavagga	Anurādhasutta	With Anurādha	Venerable Anurādha is questioned by a number of ascetics, and ends up by saying that a realized one is described in terms other than “still existing after death” and so on. The wanderers say he’s a fool, so he checks with the Buddha, who says that a realized one is not even apprehended in this life, so how can they be described after death?	https://suttacentral.net/sn44.2	https://suttacentral.net/sn44.2/pli/ms	https://suttacentral.net/sn44.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.2_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.3	paṭhamasāriputtakoṭṭhikasutta		sn4.10.2.3	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	3. Paṭhamasāriputtakoṭṭhikasuttaṃ	412	2.0552	2.0353	4.0384	4.0467	romn/s0304m.mul.xml	SN44.3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.2.m	SN44.3	Saṁyutta Nikāya 44.3	1. Abyākatavagga	Paṭhamasāriputtakoṭṭhikasutta	With Sāriputta and Koṭṭhita (1st)	Mahākoṭṭhita asks Sāriputta whether a Realized One exists after death. Sāriputta says that to answer this would be to get involved in the five aggregates, something that a Realized One is free from.	https://suttacentral.net/sn44.3	https://suttacentral.net/sn44.3/pli/ms	https://suttacentral.net/sn44.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.3_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.4	dutiyasāriputtakoṭṭhikasutta		sn4.10.2.4	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	4. Dutiyasāriputtakoṭṭhikasuttaṃ	413	2.0553	2.0354	4.0386	4.0469	romn/s0304m.mul.xml	SN44.4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.3.m	SN44.4	Saṁyutta Nikāya 44.4	1. Abyākatavagga	Dutiyasāriputtakoṭṭhikasutta	With Sāriputta and Koṭṭhita (2nd)	Mahākoṭṭhita asks Sāriputta whether a Realized One exists after death. Sāriputta says that one who understands the five aggregates would not think in such terms.	https://suttacentral.net/sn44.4	https://suttacentral.net/sn44.4/pli/ms	https://suttacentral.net/sn44.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.4_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.5	tatiyasāriputtakoṭṭhikasutta		sn4.10.2.5	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	5. Tatiyasāriputtakoṭṭhikasuttaṃ	414	2.0554	2.0355	4.0387	4.0471	romn/s0304m.mul.xml	SN44.5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.4.m	SN44.5	Saṁyutta Nikāya 44.5	1. Abyākatavagga	Tatiyasāriputtakoṭṭhikasutta	With Sāriputta and Koṭṭhita (3rd)	Mahākoṭṭhita asks Sāriputta whether a Realized One exists after death. Sāriputta says that only someone who has desire for the five aggregates would think in such terms.	https://suttacentral.net/sn44.5	https://suttacentral.net/sn44.5/pli/ms	https://suttacentral.net/sn44.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.5_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.6	catutthasāriputtakoṭṭhikasutta		sn4.10.2.6	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	6. Catutthasāriputtakoṭṭhikasuttaṃ	415	2.0555	2.0356	4.0388	4.0472	romn/s0304m.mul.xml	SN44.6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.5.m	SN44.6	Saṁyutta Nikāya 44.6	1. Abyākatavagga	Catutthasāriputtakoṭṭhikasutta	With Sāriputta and Koṭṭhita (4th)	Sāriputta asks Mahākoṭṭhita whether a Realized One exists after death. Mahākoṭṭhita says that only someone who delights in the five aggregates would think in such terms, and offers a variety of further explanations of the same point.	https://suttacentral.net/sn44.6	https://suttacentral.net/sn44.6/pli/ms	https://suttacentral.net/sn44.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.6_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.7	moggallānasutta 2		sn4.10.2.7	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	7. Moggallānasuttaṃ	416	2.0557	2.0358	4.0391	4.0475	romn/s0304m.mul.xml	SN44.7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.6.m	SN44.7	Saṁyutta Nikāya 44.7	1. Abyākatavagga	Moggallānasutta	With Moggallāna	The wanderer Vacchagotta asks Moggallāna the ten metaphysical questions, starting with whether the cosmos is eternal. Moggallāna says such questions would only be answered by someone who identifies with the six senses. Vacchagotta then asks the Buddha the same questions.	https://suttacentral.net/sn44.7	https://suttacentral.net/sn44.7/pli/ms	https://suttacentral.net/sn44.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.7_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.8	vacchagottasutta 1		sn4.10.2.8	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	8. Vacchagottasuttaṃ	417	2.0561	2.0361	4.0395	4.048	romn/s0304m.mul.xml	SN44.8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.7.m	SN44.8	Saṁyutta Nikāya 44.8	1. Abyākatavagga	Vacchagottasutta	With Vacchagotta	The wanderer Vacchagotta asks the Buddha the ten metaphysical questions, starting with whether the cosmos is eternal. He says such questions would only be answered by someone who identifies with the five aggregates.	https://suttacentral.net/sn44.8	https://suttacentral.net/sn44.8/pli/ms	https://suttacentral.net/sn44.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.8_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.9	kutūhalasālāsutta		sn4.10.2.9	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	9. Kutūhalasālāsuttaṃ	418	2.0563	2.0363	4.0397	4.0483	romn/s0304m.mul.xml	SN44.9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.8.m	SN44.9	Saṁyutta Nikāya 44.9	1. Abyākatavagga	Kutūhalasālāsutta	The Debating Hall	The wanderer Vacchagotta reports to the Buddha a conversation among ascetics on the views of the six heretical teachers as to where a perfected one is reborn. Unsure of what the Buddha’s position was, he asks how it is to be understood. The Buddha says it is like a flame that burns dependent on fuel, and goes out when that fuel is extinguished.	https://suttacentral.net/sn44.9	https://suttacentral.net/sn44.9/pli/ms	https://suttacentral.net/sn44.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.9_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.10	ānandasutta 07		sn4.10.2.10	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	10. Ānandasuttaṃ	419	2.0565	2.0365	4.04	4.0485	romn/s0304m.mul.xml	SN44.10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.9.m	SN44.10	Saṁyutta Nikāya 44.10	1. Abyākatavagga	Ānandasutta	With Ānanda	Vacchagotta asks the Buddha whether a self exists, but the Buddha is silent. When Ānanda later asks him why he didn’t answer, the Buddha replied that it was to avoid misunderstanding.	https://suttacentral.net/sn44.10	https://suttacentral.net/sn44.10/pli/ms	https://suttacentral.net/sn44.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.10_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN44.11	sabhiyakaccānasutta		sn4.10.2.11	Saṃyuttanikāyo	Saḷāyatanavaggo	10. Abyākatasaṃyuttaṃ	2. Dutiyavaggo	11. Sabhiyakaccānasuttaṃ	420	2.0566	2.0366	4.0401	4.0487	romn/s0304m.mul.xml	SN44.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.3.0.0.9.0.10.m	SN44.11	Saṁyutta Nikāya 44.11	1. Abyākatavagga	Sabhiyakaccānasutta	With Sabhiya Kaccāna	The wanderer Vacchagotta asks Venerable Sabhiya Kaccāna whether a Realized One exists after death. He answers that the basis for describing a Realized One no longer applies. Vacchagotta is impressed that such a junior monk understands this subtle matter.	https://suttacentral.net/sn44.11	https://suttacentral.net/sn44.11/pli/ms	https://suttacentral.net/sn44.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn44/sn44.11_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.1	avijjāsutta 2		sn5.1.1.1	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	1. Avijjāsuttaṃ	1	3.0001	3.0001	5.0001	5.0001	romn/s0305m.mul.xml	SN45.1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.0.m	SN45.1	Saṁyutta Nikāya 45.1	1. Avijjāvagga	Avijjāsutta	Ignorance	Following ignorance comes the wrong eightfold path. But the right eightfold path follows true knowledge.	https://suttacentral.net/sn45.1	https://suttacentral.net/sn45.1/pli/ms	https://suttacentral.net/sn45.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.1_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.2	upaḍḍhasutta		sn5.1.1.2	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	2. Upaḍḍhasuttaṃ	2	3.0002	3.0002	5.0002	5.0002	romn/s0305m.mul.xml	SN45.2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.1.m	SN45.2	Saṁyutta Nikāya 45.2	1. Avijjāvagga	Upaḍḍhasutta	Half the Spiritual Life	When Ānanda says that good friendship is half the spiritual path, the Buddha rebukes him, saying that it is in fact the whole of the spiritual path. Based on good friendship, the eightfold path is fulfilled.	https://suttacentral.net/sn45.2	https://suttacentral.net/sn45.2/pli/ms	https://suttacentral.net/sn45.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.2_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.3	sāriputtasutta 2		sn5.1.1.3	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	3. Sāriputtasuttaṃ	3	3.0003	3.0003	5.0003	5.0003	romn/s0305m.mul.xml	SN45.3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.2.m	SN45.3	Saṁyutta Nikāya 45.3	1. Avijjāvagga	Sāriputtasutta	Sāriputta	When Sāriputta says that good friendship is the whole of the spiritual path, the Buddha praises him. Based on good friendship, the eightfold path is fulfilled.	https://suttacentral.net/sn45.3	https://suttacentral.net/sn45.3/pli/ms	https://suttacentral.net/sn45.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.3_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.4	jāṇussoṇibrāhmaṇasutta		sn5.1.1.4	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	4. Jāṇussoṇibrāhmaṇasuttaṃ	4	3.0004	3.0004	5.0004	5.0005	romn/s0305m.mul.xml	SN45.4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.3.m	SN45.4	Saṁyutta Nikāya 45.4	1. Avijjāvagga	Jāṇussoṇibrāhmaṇasutta	Regarding the Brahmin Jānussoṇi	Ānanda sees the brahmin Jāṇussoṇi resplendent on his all-white chariot. He asks the Buddha whether there is a similarly divine vehicle in Buddhism. The Buddha responds by drawing a detailed set of analogies between the eightfold path and a chariot.	https://suttacentral.net/sn45.4	https://suttacentral.net/sn45.4/pli/ms	https://suttacentral.net/sn45.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.4_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.5	kimatthiyasutta 2		sn5.1.1.5	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	5. Kimatthiyasuttaṃ	5	3.0006	3.0006	5.0006	5.0008	romn/s0305m.mul.xml	SN45.5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.4.m	SN45.5	Saṁyutta Nikāya 45.5	1. Avijjāvagga	Kimatthiyasutta	What’s the Purpose	When asked what is the purpose of the spiritual path, you should answer that it is the ending of suffering.	https://suttacentral.net/sn45.5	https://suttacentral.net/sn45.5/pli/ms	https://suttacentral.net/sn45.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.5_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.6	paṭhamaaññatarabhikkhusutta	paṭhamāññatarabhikkhusutta	sn5.1.1.6	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	6. Paṭhamaaññatarabhikkhusuttaṃ	6	3.0006	3.0007	5.0007	5.0009	romn/s0305m.mul.xml	SN45.6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.5.m	SN45.6	Saṁyutta Nikāya 45.6	1. Avijjāvagga	Paṭhamaaññatarabhikkhusutta	A Mendicant (1st)	A mendicant asks what is the purpose of the spiritual path, and the Buddha answers that it is the ending of suffering.	https://suttacentral.net/sn45.6	https://suttacentral.net/sn45.6/pli/ms	https://suttacentral.net/sn45.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.6_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.7	dutiyaaññatarabhikkhusutta 2	dutiyāññatarabhikkhusutta 2	sn5.1.1.7	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	7. Dutiyaaññatarabhikkhusuttaṃ	7	3.0007	3.0008	5.0008	5.0009	romn/s0305m.mul.xml	SN45.7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.6.m	SN45.7	Saṁyutta Nikāya 45.7	1. Avijjāvagga	Dutiyaaññatarabhikkhusutta	A Mendicant (2nd)	A mendicant asks about Nibbāna and the deathless.	https://suttacentral.net/sn45.7	https://suttacentral.net/sn45.7/pli/ms	https://suttacentral.net/sn45.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.7_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.8	vibhaṅgasutta 2		sn5.1.1.8	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	8. Vibhaṅgasuttaṃ	8	3.0007	3.0008	5.0008	5.001	romn/s0305m.mul.xml	SN45.8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.7.m	SN45.8	Saṁyutta Nikāya 45.8	1. Avijjāvagga	Vibhaṅgasutta	Analysis	The Buddha presents the eightfold path together with a detailed analysis of each factor. It should be assumed that these explanations apply wherever the eightfold path is taught.	https://suttacentral.net/sn45.8	https://suttacentral.net/sn45.8/pli/ms	https://suttacentral.net/sn45.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.8_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.9	sūkasutta 1		sn5.1.1.9	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	9. Sūkasuttaṃ	9	3.0009	3.001	5.001	5.0012	romn/s0305m.mul.xml	SN45.9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.8.m	SN45.9	Saṁyutta Nikāya 45.9	1. Avijjāvagga	Sūkasutta	A Spike	A mendicant with wrong view will develop the path in the wrong way, harming themselves as if grabbing a sharp spike the wrong way.	https://suttacentral.net/sn45.9	https://suttacentral.net/sn45.9/pli/ms	https://suttacentral.net/sn45.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.9_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.10	nandiyasutta 1		sn5.1.1.10	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	1. Avijjāvaggo	10. Nandiyasuttaṃ	10	3.001	3.0011	5.0011	5.0014	romn/s0305m.mul.xml	SN45.10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.0.9.m	SN45.10	Saṁyutta Nikāya 45.10	1. Avijjāvagga	Nandiyasutta	With Nandiya	The wanderer Nandiya asks how many things lead to extinguishment.	https://suttacentral.net/sn45.10	https://suttacentral.net/sn45.10/pli/ms	https://suttacentral.net/sn45.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.10_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.11	paṭhamavihārasutta		sn5.1.2.1	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	1. Paṭhamavihārasuttaṃ	11	3.001	3.0012	5.0012	5.0015	romn/s0305m.mul.xml	SN45.11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.0.m	SN45.11	Saṁyutta Nikāya 45.11	2. Vihāravagga	Paṭhamavihārasutta	Meditation (1st)	The Buddha goes on retreat for a fortnight. When he emerges, he describes his meditation on the conditionality of the eightfold path, which was similar to a practice he did shortly after awakening.	https://suttacentral.net/sn45.11	https://suttacentral.net/sn45.11/pli/ms	https://suttacentral.net/sn45.11/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.11_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.12	dutiyavihārasutta		sn5.1.2.2	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	2. Dutiyavihārasuttaṃ	12	3.0011	3.0013	5.0013	5.0016	romn/s0305m.mul.xml	SN45.12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.1.m	SN45.12	Saṁyutta Nikāya 45.12	2. Vihāravagga	Dutiyavihārasutta	Meditation (2nd)	The Buddha goes on retreat for a fortnight. When he emerges, he describes his meditation on the conditionality of the eightfold path, which was similar to a practice he did shortly after awakening.	https://suttacentral.net/sn45.12	https://suttacentral.net/sn45.12/pli/ms	https://suttacentral.net/sn45.12/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.12_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.13	sekkhasutta 1		sn5.1.2.3	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	3. Sekkhasuttaṃ	13	3.0012	3.0014	5.0014	5.0017	romn/s0305m.mul.xml	SN45.13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.2.m	SN45.13	Saṁyutta Nikāya 45.13	2. Vihāravagga	Sekkhasutta	A Trainee	A mendicant asks how a person is a “trainee”.	https://suttacentral.net/sn45.13	https://suttacentral.net/sn45.13/pli/ms	https://suttacentral.net/sn45.13/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.13_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.14	paṭhamauppādasutta 1		sn5.1.2.4	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	4. Paṭhamauppādasuttaṃ	14	3.0012	3.0014	5.0014	5.0018	romn/s0305m.mul.xml	SN45.14	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.3.m	SN45.14	Saṁyutta Nikāya 45.14	2. Vihāravagga	Paṭhamauppādasutta	Arising (1st)	The eightfold path does not arise apart from a Realized One.	https://suttacentral.net/sn45.14	https://suttacentral.net/sn45.14/pli/ms	https://suttacentral.net/sn45.14/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.14_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.15	dutiyauppādasutta 1		sn5.1.2.5	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	5. Dutiyauppādasuttaṃ	15	3.0012	3.0014	5.0014	5.0018	romn/s0305m.mul.xml	SN45.15	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.4.m	SN45.15	Saṁyutta Nikāya 45.15	2. Vihāravagga	Dutiyauppādasutta	Arising (2nd)	The eightfold path does not arise apart from a Holy One’s training.	https://suttacentral.net/sn45.15	https://suttacentral.net/sn45.15/pli/ms	https://suttacentral.net/sn45.15/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.15_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.16	paṭhamaparisuddhasutta		sn5.1.2.6	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	6. Paṭhamaparisuddhasuttaṃ	16	3.0012	3.0015	5.0015	5.0018	romn/s0305m.mul.xml	SN45.16	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.5.m	SN45.16	Saṁyutta Nikāya 45.16	2. Vihāravagga	Paṭhamaparisuddhasutta	Purified (1st)	The eight pure factors of the path do not arise apart from a Realized One.	https://suttacentral.net/sn45.16	https://suttacentral.net/sn45.16/pli/ms	https://suttacentral.net/sn45.16/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.16_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.17	dutiyaparisuddhasutta		sn5.1.2.7	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	7. Dutiyaparisuddhasuttaṃ	17	3.0013	3.0015	5.0015	5.0019	romn/s0305m.mul.xml	SN45.17	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.6.m	SN45.17	Saṁyutta Nikāya 45.17	2. Vihāravagga	Dutiyaparisuddhasutta	Purified (2nd)	The eight pure factors of the path do not arise apart from a Holy One’s training.	https://suttacentral.net/sn45.17	https://suttacentral.net/sn45.17/pli/ms	https://suttacentral.net/sn45.17/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.17_root-pli-ms.json
	Saṃyutta Nikāya	SN	SN45.18	paṭhamakukkuṭārāmasutta		sn5.1.2.8	Saṃyuttanikāyo	Mahāvaggo	1. Maggasaṃyuttaṃ	2. Vihāravaggo	8. Paṭhamakukkuṭārāmasuttaṃ	18	3.0013	3.0015	5.0015	5.0019	romn/s0305m.mul.xml	SN45.18	https://www.digitalpalireader.online/_dprhtml/index.html?loc=s.4.0.0.0.1.7.m	SN45.18	Saṁyutta Nikāya 45.18	2. Vihāravagga	Paṭhamakukkuṭārāmasutta	At the Chicken Monastery (1st)	In a short discourse evidently set shortly after the Buddha’s passing, Venerable Bhadda asks Ānanda about the unholy life, or the unspiritual path. It is the wrong eightfold path.	https://suttacentral.net/sn45.18	https://suttacentral.net/sn45.18/pli/ms	https://suttacentral.net/sn45.18/en/sujato	sc_bilara_data/root/pli/ms/sutta/sn/sn45/sn45.18_root-pli-ms.json
