"root"	"root_in_comps"	"root_has_verb"	"root_group"	"root_sign"	"root_meaning"	"sanskrit_root"	"sanskrit_root_meaning"	"sanskrit_root_class"	"root_example"	"dhatupatha_num"	"dhatupatha_root"	"dhatupatha_pali"	"dhatupatha_english"	"dhatumanjusa_num"	"dhatumanjusa_root"	"dhatumanjusa_pali"	"dhatumanjusa_english"	"dhatumala_root"	"dhatumala_pali"	"dhatumala_english"	"panini_root"	"panini_sanskrit"	"panini_english"	"note"	"matrix_test"
"√tar 2"	"tar or ttar"	"･"	"1"	"a"	"hurry"	"√tvar"	"hasten"	"1"	"tarati, turaṅga, turito"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"tara"	"sambhame"	"being unstable"	"ñi tvar ā"	"saṃbhrame"	"hurrying"	""	"√"
"√tal"	""	"×"	"8"	"e, aya"	"support, rest on"	"√tal"	"establish"	"1, 10"	"tala, tāla"	"617"	"tala"	"patiṭṭhāyaṃ"	"supporting, resting on"	"390"	"tala"	"patiṭṭhāyaṃ"	"supporting, resting"	"tala"	"patiṭṭhāyaṃ"	"supporting"	"tal a"	"pratiṣṭāyāṃ"	"supporting"	""	"√"
"√tas 1"	"ttas"	"･"	"1"	"a"	"tremble, fear"	"√tras"	"be terrified"	"1"	"tasati, tasa, paritassati, paritassā"	"322"	"tasa"	"ubbege"	"frightening"	"448"	"tasa"	"ubbege"	"exciting, frightening"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√tas 2"	""	"･"	"6"	"ṇhā"	"thirst"	"√tṛṣ"	"be thirsty"	"4"	"taṇha, tasinā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"tasa"	"pipāsāyaṃ"	"thirsting"	"-"	"-"	"-"	"related to English 'thirst'"	"√"
"√tas 3"	""	"･"	"3"	"ya"	"be agitated"	"√tṛṣ"	"be thirsty"	"4"	"paritassati, paritassanā"	"447"	"tasa"	"pipāsāyaṃ"	"being thirsty"	"688"	"tasa"	"pipāsayaṃ"	"thirsting"	"tasa"	"pipāsāyaṃ"	"thirsting"	"ñi tṛṣ ā"	"pipāsāyām"	"being thirsty"	""	"√"
"√tas 4"	""	"･"	"8"	"e, aya"	"decorate, impale"	"√taṃs"	"decorate"	"1"	"uttāsenti"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√taḷ"	"ttaḷ"	"･"	"8"	"e, aya"	"beat"	"√taḍ"	"beat"	"10"	"tāḷeti, urattāḷiṃ"	"638"	"taḷa"	"āghāte"	"anger, <b>striking</b>"	"883"	"taḷa"	"tāḷane"	"beating, striking"	"taḷa"	"tāḷane"	"beating, striking"	"-"	"-"	"-"	""	"√"
"√tā"	"ttā"	"･"	"3"	"ya"	"protect, preserve"	"√trā √trai"	"rescue"	"4"	"tāṇa"	"402"	"tā"	"pālane"	"protecting"	"639"	"tā"	"pālane"	"protecting"	"tā"	"pālane"	"protecting"	"trai ṅ"	"pālane"	"protecting"	""	"√"
"√tij 1"	""	"･"	"8"	"e, aya"	"be sharp, be hot"	"√tij"	"be sharp"	"1"	"tejeti, teja, tejo"	"551"	"tija"	"nisāne"	"sharpening"	"774"	"tija"	"tejane"	"sharpening"	"tija"	"nisāne"	"being sharp"	"tij a"	"niśāne"	"being sharp"	""	"√"
"√tij 2"	""	"･"	"1"	"a"	"be sharp, be bitter"	"√tij"	"be sharp"	"1"	"tittaka"	"63"	"tija"	"nisāne"	"sharpening"	"80"	"tija"	"khamā-<b>nisānesu</b> bandhe pi"	"patience, <b>being sharp, and</b> binding"	"tija"	"<b>nisāne</b> khamāyañca"	"<b>being sharp</b> and enduring"	"tij a"	"niśāne kṣamāyāñ ca"	"being sharp and enduring"	""	"√"
"√tij 3"	""	"･"	"1"	"a"	"endure"	"√tij"	"be sharp"	"1"	"titikkhati, titikkhā"	"-"	"-"	"-"	"-"	"80"	"tija"	"<b>khamā</b>-nisānesu bandhe pi"	"<b>patience</b>, being sharp, and binding"	"tija"	"nisāne <b>khamāyañca</b>"	"being sharp and <b>enduring</b>"	"tij a"	"niśāne kṣamāyāñ ca"	"being sharp and enduring"	""	"√"
"√tim"	""	"･"	"1"	"a"	"be wet"	"√tim √tīm √stim √stīm"	"be wet"	"4"	"temana"	"-"	"-"	"-"	"-"	"845"	"timu (8)"	"temana-saṃkāsu"	"wettting and doubting"	"timu (1)"	"addabhāve"	"wetness, moistness"	"tim a
ṣṭim a
ṣṭīm a"	"ārdrībhāve
ārdrībhāve
ārdrībhāve"	"being wet"	""	"√"
"√tir"	""	"･"	"1"	"a"	"cross"	"√tṝ √tṛ"	"pass"	"1, 3, 5, 6, 8"	"tīra, tiracchāna"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"tira"	"adhogatiyaṃ"	"going down"	"tṝ"	"plavana-taraṇayoḥ"	"swimming and crossing"	"related to √tar (cross)"	"√"
"√tis"	""	"×"	"1"	"a"	"satisfy"	"√tṛp"	"be pleased"	"4, 5, 6"	"titti"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"tisa"	"tittiyaṃ"	"satiating, satisfying"	"tviṣ a"	"dīptau?"	"being agitated"	"√tip?"	"√"
"√tīr"	""	"･"	"8"	"e, aya"	"investigate, complete"	"√tṝ"	"pass"	"1, 3, 5, 6, 8"	"tīreti, tīrayamāna, santīraṇa"	"609"	"tīra"	"kamma-samattiyaṃ"	"completing work"	"851"	"tīra"	"kamma-samattimhi"	"completing work"	"tīra"	"kammasampattiyaṃ"	"completion of work, accomplishing"	"tṝ"	"karmasamāptau"	"concluding work"	""	"√"
"√tuḍ"	""	"×"	"1"	"a"	"prick, stab"	"√tuḍ"	"strike, split"	"6"	"tuṇḍa"	"-"	"-"	"-"	"-"	"159"	"tuḍi"	"toḍane"	"piercing, splitting"	"tuḍi"	"toḷane"	"hurting, injuring"	"tuḍ i"	"toḍane"	"splitting"	""	"√"
"√tud"	""	"･"	"1"	"a"	"prick, stab"	"√tud"	"push, thrust"	"6"	"tudita, tunna, tutta"	"465"	"tuda"	"vyathane"	"disturbing, afflicting"	"513"	"tuda"	"vyathāyan"	"piercing, afflciting"	"tuda"	"byathane"	"oppressing"	"tud a"	"vyathane"	"tormenting, piercing"	""	"√"
"√tur 1"	""	"･"	"1"	"a"	"hurt, be sick"	"√tur √tṛ"	"pass"	"3"	"ātura, āturīyati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√tur 2"	""	"･"	"1"	"a"	"hurry, be quick"	"√tur √tvar √tṛ"	"hasten"	"6"	"turitaṃ"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. Related to <i>√tar</i> (hurry)"	"√"
"√tul"	""	"･"	"8"	"e, aya"	"weigh"	"√tul"	"lift, weigh"	"10"	"tuleti, tulita, atula, tulā"	"612"	"tula"	"ummāne"	"weighing"	"853"	"tula"	"ummāne"	"weighing"	"tula"	"ummāne"	"measuring"	"tul a"	"unmāne"	"measuring"	""	"√"
"√tus"	""	"･"	"3"	"ya"	"be content, be pleased"	"√tuṣ"	"be content"	"4"	"santussaka, santuṭṭhi, asantuṭṭhitā, tuṇhī"	"448"	"tusa"	"tuṭṭhimhi"	"enjoying, being content"	"684"	"tusa"	"tose"	"being content"	"tusa"	"tuṭṭhiyaṃ"	"being satisfied"	"tuṣ a"	"prītau"	"being satisfied"	""	"√"
"√tuvaṭṭ"	""	"･"	"8"	"e, aya"	"lie down"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"788"	"tuvaṭṭa"	"ekasayane"	"sleeping alone"	"tuvaṭṭa"	"nipajjāyaṃ"	"lying down, sleeping"	"-"	"-"	"-"	""	"√"
"√tūl"	""	"×"	"1"	"a"	"be light"	"√tūl"	"extract"	"10"	"tūla"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"tūla"	"nikkarīse"	"lightness"	"tūl a"	"niṣkarṣe"	"being light"	""	"√"
"√tras"	""	"･"	"1"	"a"	"fear, shake"	"√tras"	"be terrified"	"1"	"utrasta"	"323"	"trasa"	"ubbege"	"frightening"	"449"	"trasa"	"ubbege"	"exciting, frightening"	"-"	"-"	"-"	"-"	"-"	"-"	"= √tas"	"√"
"√thak"	""	"･"	"8"	"e, aya"	"close"	"√stak"	"strike against"	"1"	"thaketi"	"533"	"thaka"	"paṭighāte"	"striking, beating off"	"746"	"thaka"	"patīghāte"	"striking"	"thaka"	"paṭighāte"	"striking"	"ṣṭak a"	"pratighāte"	"striking"	""	"√"
"√than"	"tthan"	"･"	"1"	"a"	"thunder, roar"	"√stan"	"thunder"	"1, 2"	"thaneti"	"596"	"thana (8)"	"devasadde"	"thundering"	"830"	"thana (8)"	"devasaddane"	"thundering"	"thana"	"sadde"	"making sound"	"stan a
ṣṭan a"	"śabde"	"making sound"	""	"√"
"√tham"	""	"･"	"1"	"a"	"hang"	"√stam"	"be disturbed"	"1"	"thamati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"thama"	"velambe"	"hanging down"	"ṣṭam a"	"vaikalye (avaikalye-DP I 855, avaiklavye-Kṣī, vaiklavye-C.)"	"being defective"	""	"√"
"√thambh"	"tthambh"	"･"	"1"	"a"	"support, be stiff"	"√ṣṭabh √stabh √ṣṭambh √stambh"	"prop"	"1, 5, 9"	"santhambhati, thambha"	"209"	"thambha"	"paṭibandhe"	"being bound"	"303"	"thabī"	"patibandhe"	"being bound"	"thabhi"	"paṭibaddhe"	"to be stiff"	"ṣṭabh i"	"pratibandhe"	"supporting, resisting"	""	"√"
"√thar"	"tthar"	"･"	"1"	"a"	"spread, expand"	"√stṛ √stṝ"	"spread"	"5, 9"	"santharati, santhata, vitthārena, atthata"	"242"	"thara"	"santharaṇe pādipubbo va"	"spreading, scattering"	"345"	"thara"	"santharaṇe"	"spreading, expanding"	"thara"	"santharaṇe"	"spreading, covering"	"stṛ ñ
stṝ ñ"	"ācchādane"	"covering, concealing"	""	"√"
"√thal"	""	"･"	"1"	"a"	"be firm"	"√sthal"	"stand firm"	"1"	"thala, thalati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"thala"	"ṭhāne"	"standing"	"sthal a"	"sthāne"	"standing"	"related to √ṭhā"	"√"
"√thī"	"tthī"	"･"	"1"	"a"	"stiffen, be compact"	"√styai √ṣṭyai"	"stiffen"	"1, 4"	"vithāyati, patitthīyati, thīna"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"the"	"sadda-saṅghātesu"	"making sound and <b>accumulating, collecting</b>"	"styai
ṣṭyai"	"śabda-saṃghātayoḥ
śabda-saṃghātayoḥ"	"making sound and compacting"	""	"√"
"√thu 1"	"tthu"	"･"	"5"	"nā"	"moan, groan"	"√stan"	"thunder"	"1, 2"	"thunāti, anutthuni"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"thu"	"nitthunane"	"moaning, groaning"	"-"	"-"	"-"	""	"√"
"√thu 2"	"tthu"	"･"	"1"	"a"	"be familiar, praise"	"√stu"	"praise"	"2"	"thavati, santhava"	"125"	"thu"	"abhitthave"	"praising"	"-"	"-"	"-"	"-"	"thu"	"thutiyaṃ"	"praising"	"ṣṭu ñ"	"stutau"	"praising"	""	"√"
"√thu 3"	"tthu"	"･"	"5"	"nā"	"praise"	"√stu"	"praise"	"5"	"abhitthunāti, thuta"	"498"	"thu"	"abhitthave"	"praising"	"719"	"thu"	"thave"	"praising"	"thu"	"abhitthave"	"praising"	"ṣṭu ñ"	"stutau"	"praising"	""	"√"
"√thūl"	""	"×"	"8"	"e, aya"	"be fat, be coarse"	"√sthūl"	"be stout"	"10"	"thūla"	"-"	"-"	"-"	"-"	"404"	"thūla"	"kassane"	"?"	"thūla"	"paribrūhane"	"increasing, growing"	"sthūla"	"parivṛṃhaṇe"	"being prosperous"	"artificial root, denominative of <b>thūla</b>"	"√"
"√then"	"tthen"	"･"	"8"	"e, aya"	"steal"	"√sten"	"steal"	"10"	"theneti, thena, theyya"	"595"	"thena"	"coriye"	"stealing"	"832"	"thena"	"coriye"	"stealing"	"thena"	"coriye"	"stealing"	"stena"	"caurye"	"stealing"	""	"√"
"√thom"	""	"･"	"8"	"e, aya"	"praise"	"√stom"	"praise"	"10"	"thometi, thoma, thomayati"	"604"	"thoma"	"silāghāyaṃ"	"praising"	"844"	"thoma"	"silāghayaṃ"	"praising"	"thoma"	"silāghāyaṃ"	"praising (pasaṃsā)"	"stoma"	"ślāghāyām"	"praising"	"related to √thu"	"√"
"√dakkh"	""	"×"	"1"	"a"	"be able, please"	"√dakṣ"	"be able"	"1"	"dakkha, dakkhiṇa, padakkhiṇā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dakkha"	"vuddhiyaṃ sīghatte ca"	"increasing and being quick"	"dakṣ a"	"vṛddhau śīghrārthe ca"	"increasing and being quick"	""	"√"
"√dandh"	""	"･"	"1"	"a"	"be slow"	"√tand √tandr"	"be weary"	"1"	"dandhati, dandha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dadhi"	"asīghacāre"	"acting slowly, (asīghappavatti)"	"-"	"-"	"-"	""	"√"
"√dap"	""	"×"	"3"	"ya"	"be arrogant"	"√dṛp"	"rave"	"1, 4"	"dappa"	"-"	"-"	"-"	"-"	"672"	"dapa"	"hāse"	"laughing"	"dapa"	"hāse"	"laughing"	"dṛp a"	"harṣa-mohanayoḥ"	"laughing and being deluded"	""	"√"
"√dam"	""	"･"	"3"	"ya"	"be tame"	"√dam"	"control"	"4"	"dameti, danta, damma"	"-"	"-"	"-"	"-"	"319"	"damo 1"	"dame"	"being tame"	"damu"	"damane"	"taming"	"dam u"	"upaśame"	"calming"	""	"√"
"√day"	"day or dday"	"×"	"1"	"a"	"be kind, have pity"	"√day"	"share"	"1"	"dayati, dayā"	"230"	"daya"	"dāna-gati-hiṃsādānesu"	"giving, going and hurting"	"337"	"daya"	"dāna-gatī-rakkhā-hiṃsādisu"	"giving, going, protecting and hurting"	"daya"	"dāna-gati-hiṃs’-ādāna- rakkhāsu"	"giving, going, hurting, taking, seizing, protecting"	"day a"	"dāna-gati-rakṣaṇahiṃsādāneṣu"	"giving, going, protecting etc."	""	"√"
"√dar 1"	""	"･"	"1"	"a"	"break, split apart"	"√dṝ √dṛ"	"pierce, split"	"2, 9"	"dāreti, undrīyati, udariya"	"247"	"dara"	"dāraṇe"	"splitting, tearing"	"361"	"dara"	"dāhe <b>vidāraṇe</b>"	"burning<b> </b>and<b> splitting, breaking apart</b>"	"dara"	"vidāraṇe"	"splitting, rending"	"dṝ"	"vidāraṇe"	"breaking apart"	"= √dal (split, tear apart)"	"√"
"√dar 2"	""	"×"	"1"	"a"	"fear"	"√dṛbh √dṝ"	"fear"	"10"	"dara, daratha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dara"	"bhaye"	"fearing"	"dṝ"	"bhaye"	"fearing"	""	"√"
"√dar 3"	""	"×"	"1"	"a"	"respect, have affection"	"√dṛ"	"heed"	"6"	"ādara"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dara"	"ādarānādaresu"	"respect and disrespect"	"dṛ ṅ"	"ādare"	"respecting"	""	"√"
"√dal"	""	"･"	"8"	"e, aya"	"split, tear apart"	"√dal √dṝ"	"burst"	"1"	"padāḷeti, sampadāḷeti, uddālitvā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dala"	"vidāraṇe"	"rending, splitting"	"dal a"	"vidāraṇe"	"tearing apart"	"= √dar (split apart)"	"√"
"√dah"	""	"×"	"1"	"a"	"be strong"	"√dṛh"	"make firm"	"1, 4"	"daḷha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dahi"	"vuddhiyaṃ"	"increasing, growing"	"dṛh a
dṛh I"	"vṛddhau
vṛddhau"	"increasing"	""	"√"
"√dā 1"	""	"･"	"1"	"a"	"give"	"√dā"	"give"	"3"	"dadāti, dāna, dāyaka, dinna"	"131"	"dā"	"dāne"	"giving"	"233"	"dā"	"dāne"	"giving"	"dā"	"dāne"	"giving"	"dā ṇ 
du dā ñ"	"dāne"	"giving"	""	"√"
"√dā 2"	""	"･"	"3"	"ya"	"be pure, be clean"	"√dai √dā"	"clear"	"4"	"pariyodapeti, pariyodāta, vodāyati, odāta"	"-"	"-"	"-"	"-"	"234"	"da 1"	"sodhane"	"cleaning, purifying"	"dā"	"suddhiyaṃ"	"being pure"	"-"	"-"	"-"	""	"√"
"√dā 3"	""	"･"	"3"	"ya"	"tie, bind"	"√dā"	"bind"	"4, 6"	"nidāna"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√dā 4"	""	"･"	"3"	"ya"	"cut, break apart"	"√do"	"cut"	"2, 4"	"apadāna, paritta"	"403"	"dā"	"avakhaṇḍane"	"breaking apart"	"651"	"da"	"avakkhaṇḍane"	"breaking apart"	"dā"	"avakhaṇḍane"	"breaking into pieces"	"do"	"avakhaṇḍane"	"breaking apart"	""	"√"
"√dā 5"	"ddā"	"･"	"3"	"ya"	"sleep"	"√drā √drai"	"sleep"	"2, 4"	"niddāyati, niddā"	"-"	"-"	"-"	"-"	"649"	"dā"	"supane"	"sleeping, dreaming"	"dā"	"supane"	"sleeping"	"drai"	"svapne"	"sleeping"	""	"√"
"√dikkh"	""	"･"	"1"	"a"	"consecrate"	"√dīkṣ"	"consecrate"	"a"	""	"14"	"dikkha"	"muṇḍiyopanayana-niyama-vatādesesu"	"shaving the head, restraining, religious duty etc"	"24"	"dikkha"	"upanaya-muṇḍiya-vatādesesu-niyame"	"shaving the head, religious duties and restraining"	"dikkha"	"muṇḍiyôpanayana-niyamabbat’-ādesesu"	"shaving the head, initiating, restraining, practice and pointing out"	"dīkṣ a"	"mauṇḍyejyopanayana-niyama-vrat’ādeśeṣu"	"shaving the head, initiating, restraining, practice and instruction"	""	"√"
"√dis 1"	""	"･"	"1"	"a"	"see"	"√dṛś"	"see"	"1"	"uddisati, dissati, passati, dakkhati, dakkhiti, vipassī"	"302"	"disa"	"pekkhane"	"seeing"	"455"	"disa"	"pekkhane"	"seeing"	"disa"	"pekkhane"	"seeing"	"dṛś ir"	"prekṣaṇe"	"seeing"	""	"√"
"√dis 2"	""	"･"	"1"	"a"	"point out, explain"	"√diś"	"point"	"3, 4, 6"	"uddisati, uddesa, padesa, disā"	"303"	"disa"	"atisajjane"	"preaching"	"475"	"disa"	"atisajjanādisu"	"preaching etc"	"disa"	"atisajjane"	"preaching"	"diś a"	"atisarjane"	"giving away"	""	"√"
"√dis 3"	"ddis"	"･"	"3"	"ya"	"dislike, hate"	"√dviṣ"	"hate"	"2, 6"	"dessati, disa, dessī"	"451"	"disa"	"appītiyaṃ"	"disliking"	"690"	"disa"	"appītimhi"	"disliking"	"disī 1"	"appītiyaṃ"	"disliking"	"dviṣ a"	"aprītau"	"disliking"	""	"√"
"√div"	""	"･"	"3"	"ya"	"shine"	"√div"	"play"	"4"	"dibbati, devā, dibba, divasa"	"389"	"diva"	"kīḷā-vijigiṃsā-vohāra-<b>jjuti</b>-tthuti-gatisu"	"playing, conquering, trading, <b>shining</b>, praising and going"	"622"	"divu"	"kīḷā-vigigiṃsā-vohāra-<b>jjuti</b>-thomite"	"playing, conquering, trading, <b>shining</b>, and praising"	"divu"	"kīḷā-vijigisā-byavahāra-<b>juti</b>-thuti-kanti-gati-sattīsu"	"playing conquering trading <b>shining</b> praising desiring going into and being able"	"div u"	"krīḍa-vijigīṣā-vyavahāra-dyuti-stuti-moda-mada-svapna-kānti-gatiṣu"	"playing, desiring to conquer, trading, shining, praising, pleasing, inspiring, sleeping, desiring and going"	""	"√"
"√dih"	""	"×"	"1"	"a"	"accumulate, smear"	"√dih"	"smear"	"2"	"deha"	"336"	"diha"	"upacaye"	"accumulating"	"500"	"diho"	"upacaye"	"accumulating"	"diha"	"upacaye"	"accumulation"	"dih a"	"upacaye"	"accumulating"	""	"√"
"√dī"	""	"×"	"3"	"ya"	"be afflicted"	"√dī"	"decay"	"4"	"dīna, ādīnava"	"404"	"dī"	"khaye"	"destroying"	"648"	"dī"	"khaye"	"destroying"	"dī"	"khaye"	"exhausting, destroying"	"dī ṅ"	"kṣaye"	"decaying, destroying"	""	"√"
"√dīp"	""	"･"	"3"	"ya"	"shine, explain"	"√dīp"	"shine"	"4"	"dippati, dīpeti, dīpa, padīpa, ādicca"	"432"	"dipa"	"dittiyaṃ"	"shining"	"671"	"dipa"	"dittiyaṃ"	"shining, blazing"	"dīpa"	"dittiyaṃ"	"shining"	"dīp i"	"dīptau"	"shining"	""	"√"
"√du"	"ddu"	"･"	"1"	"a"	"burn, torment"	"√du √dru √drū"	"hurt"	"5"	"anupaddava"	"521"	"du 7"	"paritāpe"	"tormenting, afflicting"	"734"	"du 7"	"parītāpe"	"burning, heating"	"du 3"	"paritāpe"	"tormenting"	"drū ñ"	"hiṃsāyām"	"hurting"	""	"√"
"√dukkh"	""	"･"	"1"	"a"	"be painful"	"duḥkha"	"pain"	"-"	"dukkha"	"-"	"-"	"-"	"-"	"753"	"dukha (8)"	"takriye"	"doing that"	"dukkha 1"	"takriyāyaṃ"	"doing that"	"duḥkha"	"tatkriyāyām"	"doing that"	""	"√"
"√dubbh"	""	"･"	"1"	"a"	"deceive, be treacherous"	"√druh √dambh √dabh"	"be hostile"	"1, 5"	"dubbhati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√dul"	""	"･"	"8"	"e, aya"	"swing"	"√dul"	"raise"	"10"	"dolā"	"616"	"dula"	"ukkhepane"	"lifting up"	"861"	"dula"	"ukkhepe"	"lifting up"	"dula"	"ukkhepe"	"throwing upwards"	"dul a"	"utkṣepe"	"throwing up"	"artificial root, denominative of <b>dolā</b>."	"√"
"√dus 1"	""	"･"	"3"	"ya"	"be angry, be corrupt"	"√duṣ"	"spoil"	"4"	"padussati, dussati, duṭṭha, dūsaka"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dusa"	"dosane"	"offending, angering"	"duṣ a"	"vaikṛtye"	"degenerating"	""	"√"
"√dus 2"	""	"･"	"3"	"ya"	"hate, dislike"	"√dviṣ"	"hate"	"2, 6"	"dussati, dosa, dessī, dussanīya"	"452"	"dusa"	"appītiyaṃ"	"disliking"	"691"	"dusā"	"appītimhi"	"disliking"	"dusa"	"appītiyaṃ"	"disliking"	"dviṣ a"	"aprītau"	"disliking"	""	"√"
"√duh"	""	"･"	"1"	"a"	"milk a cow"	"√duh"	"milk, derive"	"2, 4, 6"	"gadduhana"	"338"	"duha"	"papūraṇe"	"filling, milking"	"499"	"duha"	"papūraṇe nāse"	"filling and destroying"	"duha"	"papūraṇe"	"filling"	"duh a"	"prapūraṇe"	"filling"	""	"√"
"√dū"	""	"×"	"1"	"a"	"go, run"	"√du"	"go"	"1"	"dūta, dūteyya, avidūra, dava"	"132"	"du"	"gamane"	"going"	"232"	"du"	"gatīvuddhyaṃ"	"going faster"	"du"	"gatiyaṃ"	"going"	"du dru"	"gatau"	"going"	""	"√"
"√dev"	""	"･"	"1"	"a"	"lament"	"√div √dīv"	"lament"	"1"	"paridevati, ādeva"	"-"	"-"	"-"	"-"	"419"	"devu"	"devane"	"lamenting"	"deva & devu"	"devane"	"lamenting"	"dev ṛ"	"devane"	"wailing, lamenting"	""	"√"
"√dru"	""	"×"	"1"	"a"	"run, flow"	"√dru"	"run"	"1"	""	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. Related to <i>√dhāv</i>"	"√"
"√dvar"	""	"×"	"1"	"a"	"obstruct, prohibit"	"√dvṛ"	"obstruct"	"1"	"dvāra"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dvara"	"saṃvaraṇe"	"restraining, protecting"	"dvṛ vṛ"	"varaṇe"	"protecting, prohibiting"	""	"√"
"√dhaj"	"ddhaj"	"×"	"1"	"a"	"move, flap"	"√dhvaj"	"go"	"1"	"dhaja"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dhaji"	"gatiyaṃ"	"going"	"dhraj i
dhṛj i
dhvaj I"	"gatau
gatau
gatau"	"going"	"= √vaj (go on)"	"√"
"√dhan 1"	""	"×"	"1"	"a"	"be rich"	"√dhan"	"bear fruit"	"3"	"dhana"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"dhana"	"dhaññe"	"prosperity (dhanana)"	"dhan a"	"dhānye"	"richness"	""	"√"
"√dhan 2"	""	"×"	"8"	"e, aya"	"sound"	"√dhvan"	"sound"	"1"	"dhanita"	"594"	"dhana"	"sadde"	"making sound"	"833"	"dhana"	"sadde"	"making sound"	"dhana"	"sadde"	"making sound"	"dvana"	"śabde"	"making sound"	""	"√"
"√dham"	""	"･"	"1"	"a"	"blow, sound"	"√dhmā √dham"	"blow"	"1, 2"	"niddhamati, dhanta, uddhumātaka"	"227"	"dhama"	"sadde"	"making sound"	"325"	"dhamo"	"dhamane"	"blowing"	"dhama"	"saddaggisaṃ yogesu"	"connected to sound and fire"	"dhmā"	"śabdāgnisaṃyogayoḥ"	"connected with sound and fire"	""	"√"
"√dhar 1"	""	"･"	"1"	"a"	"hold, carry, endure"	"√dhṛ"	"hold"	"1"	"dharati, dhīra, dhuva"	"246"	"dhara"	"dhāraṇe"	"supporting, maintaining"	"355"	"dhara"	"dhāraṇamhi"	"sustaining"	"dhara"	"avatthāne"	"continuing"	"dhṛ ṅ"	"avasthāne"	"standing, being stable"	""	"√"
"√dhar 2"	""	"･"	"8"	"e, aya"	"wear, hold, carry"	"√dhṛ"	"hold"	"1"	"dhāreti, dhamma, ādhāra"	"608"	"dhara"	"dhārane"	"carrying"	"850"	"dhara"	"dhāraṇe"	"bearing, carrying"	"dhara"	"dhāraṇe"	"bearing"	"dhṛ ñ"	"dhāraṇe"	"holding"	""	"√"
"√dhaṃs"	"dhaṃs or ddhaṃs"	"･"	"1"	"a"	"fall down, destroy"	"√dhvaṃs √dhvaṅs"	"scatter"	"1"	"dhaṃsati, uddhaṃseti, viddhaṃsana, uddhasta"	"320"	"dhaṃsa"	"dhaṃsane"	"destroying"	"462"	"dhaṃsa"	"padhaṃsane"	"destroying"	"dhaṃsu"	"gatiyaṃ"	"going"	"dhvaṃs u"	"avasraṃsane gatau ca"	"falling down and going"	""	"√"
"√dhā"	""	"･"	"1"	"a"	"place, support"	"√dhā"	"put"	"1, 2, 3"	"saddahati, dhātu, samādhi"	"163"	"dhā"	"dhāraṇe"	"supporting, maintaining"	"241"	"dhā"	"<b>dhāraṇe</b> cetiyaṃ"	"<b>supporting</b> and thinking"	"dhā"	"dhāraṇe"	"bearing"	"ḍu dhā ñ"	"dhāraṇa-poṣaṇayoh"	"supporting and nourishing"	""	"√"
"√dhāv 1"	""	"･"	"1"	"a"	"run, flow"	"√dhāv"	"run"	"1"	"dhāvati, sandhāvati, vidhāvana"	"287"	"dhāva"	"gatisuddhiyaṃ"	"pure going"	"421"	"dhāvu"	"gamanavuddhimhi"	"going faster"	"dhāvu"	"gati-suddhiyaṃ"	"pure going"	"dhāv u"	"gati-śuddhayoḥ"	"pure going"	""	"√"
