id,pali_1,example_1
49129,rūpūpādānakkhandha,"seyyath'īdaṃ <b>rūp'ūpādānakkhandho</b>, vedan'ūpādānakkhandho, saññ'ūpādānakkhandho, saṅkhār'ūpādānakkhandho, viññāṇ'ūpādānakkhandho"
48796,rohitassa,"bhūtapubb'āhaṃ, bhante, <b>rohitasso</b> nāma isi ahosiṃ bhojaputto iddhimā vehāsaṅ'gamo."
31006,lābhasakkārasilokapaṭisaṃyutta,amarā-vitakkavaḍḍhanaṃ par'ānudayatā-paṭisaṃyutta-vitakkavaḍḍhanaṃ lābhasakkārasilokapaṭisaṃyutta-vitakkavaḍḍhanaṃ
31015,lābhena lābhaṃ nijigiṃsanatā,"kuhanā, lapanā, nemittikatā, nippesikatā, lābhena lābhaṃ nijigiṃsanatā, ayaṃ, bhikkhave, micchāājīvo"
31170,lālappa,"ādevitattaṃ paridevitattaṃ palāpo vippalāpo <b>lālappo</b> lālappanā lālappitattaṃ, ayaṃ vuccati paridevo."
31171,lālappanā,"ādevitattaṃ paridevitattaṃ palāpo vippalāpo lālappo <b>lālappanā</b> lālappitattaṃ, ayaṃ vuccati paridevo."
31172,lālappitatta,"ādevitattaṃ paridevitattaṃ palāpo vippalāpo lālappo lālappanā <b>lālappitattaṃ</b>, ayaṃ vuccati paridevo."
31676,luddha 2,"passāmi loke sadhane manusse, laddhāna vittaṃ na dadanti mohā. <br/><b>luddhā</b> dhanaṃ sannicayaṃ karonti, bhiyyo'va kāme abhipatthayanti."
31542,lokapāla,"brahmamārā ca indā ca <b>lokapālā</b> ca devatā, yamo, mittā manussā ca majjhattā verikā'pi ca, sabbe sattā sukhī hontu."
31524,lokāmisādhimutta,"evam'eva kho, sunakkhatta, ṭhānam'etaṃ vijjati yaṃ idh'ekacco purisapuggalo <b>lok'āmis'ādhimutto</b> assa."
31628,lomaṃ pāteti,"na sammā vattati, na <b>lomaṃ</b> <b>pāteti</b>, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti n'āha."
55266,saūmi,"yo taṃ rūpamayaṃ vegaṃ sahati, ayaṃ vuccati, bhikkhave, atari cakkhusamuddaṃ saūmiṃ sāvaṭṭaṃ sagāhaṃ sarakkhasaṃ."
50331,sakkatvā,"<b>sakkatvā</b> dhammaratanaṃ, osadhaṃ uttamaṃ varaṃ, pariḷāh'ūpasamanaṃ. dhammatejena sotthinā nassant'upaddavā sabbe, bhayā vūpasamentu te."
49866,sagāha 2,"yo taṃ rūpamayaṃ vegaṃ sahati, ayaṃ vuccati, bhikkhave, atari cakkhusamuddaṃ saūmiṃ sāvaṭṭaṃ <b>sagāhaṃ</b> sarakkhasaṃ."
49910,saggasaṃvattanika,tathārūpesu samaṇabrāhmaṇesu uddh'aggikaṃ dakkhiṇaṃ patiṭṭhāpeti sovaggikaṃ sukhavipākaṃ <b>saggasaṃvattanikaṃ</b>.
53540,saṅkaḍḍhati,"lesakappe pariyāye, parikappe'nudhāvitā.<br/>jīvik'atthā upāyena, <b>saṅkaḍḍhanti</b> bahuṃ dhanaṃ."
53545,saṅkama,"taṃ kiṃ maññasi, bhaddāli, idh'assa bhikkhu ubhatobhāgavimutto, tam'ahaṃ evaṃ vadeyyaṃ, ehi me tvaṃ, bhikkhu, paṅke <b>saṅkamo</b> hohī'ti"
53562,saṅkampi,ayañ'ca dasasahassī lokadhātu <b>saṅkampi</b> sampakampi sampavedhi appamāṇo ca oḷāro obhāso loke pāturahosi atikkamm'eva devānaṃ dev'ānubhāvaṃ.
53787,saṅkiliṭṭha,"yaṃkiñci sithilaṃ kammaṃ, <b>saṅkiliṭṭhañ</b>'ca yaṃ vataṃ, <br/>saṅkassaraṃ brahmacariyaṃ, na taṃ hoti mahapphalan'ti"
53783,saṅkilesika,saṅkiliṭṭha<b>saṅkilesikā</b> dhammā.<br/>asaṅkiliṭṭhasaṅkilesikā dhammā.<br/>asaṅkiliṭṭh'āsaṅkilesikā dhammā.
53661,saṅkhārakkhandha,"pañcakkhandhā, rūpakkhandho vedanākkhandho saññākkhandho <b>saṅkhārakkhandho</b> viññāṇakkhandho."
53359,saṅghakaraṇīya,"yāvakīvañ'ca bhikkhave bhikkhū samaggā sannipatissanti, samaggā vuṭṭhahissanti, samaggā <b>saṅghakaraṇīyāni</b> karissanti"
53438,saṅghuposatha,yāvatikā ca bhikkhū kammappattā <b>saṅgh'uposatha</b>arahā cattāro vā tato vā atirekā pakatattā pārājikaṃ anāpannā saṅghena vā anukkhittā.
49585,sacittapariyodapanā,"sabbapāpassa akaraṇaṃ, kusalass'ūpasampadā. <br/><b>sacittapariyodapanaṃ</b>, etaṃ buddhāna sāsanaṃ."
49530,saccapāramī,"catutthaṃ paññā-pārami, pañcamaṃ viriya-pārami, chaṭṭhamaṃ khanti-pārami, sattamaṃ saccapārami"
53490,sañjagghati,api ca kho mātugāmena saddhiṃ <b>sañjagghati</b> saṃkīḷati saṃkeḷāyati
53505,sañjaneti,sayaṃ samattaṃ karoti paripuṇṇaṃ karoti anomaṃ karoti aggaṃ seṭṭhaṃ visiṭṭhaṃ pāmokkhaṃ uttamaṃ pavaraṃ karoti janeti <b>sañjaneti</b> nibbatteti abhinibbattetī'ti
53848,saññākkhandha,"pañcakkhandhā, rūpakkhandho vedanākkhandho <b>saññākkhandho</b> saṅkhārakkhandho viññāṇakkhandho."
53914,saññāvedayita,"te ca h'āvuso, āyusaṅkhārā abhaviṃsu te vedaniyā dhammā, na'y'idaṃ <b>saññāvedayita</b>nirodhaṃ samāpannassa bhikkhuno vuṭṭhānaṃ paññāyetha."
54009,saññita,"saṅgho sukhett'ābhyatikhetta<b>saññito</b>, yo diṭṭhasanto sugat'ānubodhako, lolappahīno ariyo sumedhaso"
54032,saññoga,"nanu mayā, moghapurisa, anekapariyāyena virāgāya dhammo desito no sarāgāya, visaññogāya dhammo desito no <b>saññogāya</b>, anupādānāya dhammo desito no saupādānāya!"
54943,satipārisuddhi,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhā<b>satipārisuddhiṃ</b> catutthaṃ jhānaṃ upasampajja viharati."
55108,sattati,"yesaṃ <b>sattati</b> piyāni, <b>sattati</b> tesaṃ dukkhāni, <br/>yesaṃ saṭṭhi piyāni, saṭṭhi tesaṃ dukkhāni, <br/>yesaṃ paññāsaṃ piyāni, paññāsaṃ tesaṃ dukkhāni"
55111,sattatiṃsati,"idāni kho pana dve-sahassa-pañca-sata-sattatiṃsati saṃvaccharāni c'eva, navamāsāni ca, catuvīsati-divasāni atikkantāni."
55063,sattannaṃ 1,"katā me rakkhā katā me parittā, paṭikkamantu bhūtāni.<br/>so'haṃ namo bhagavato, namo <b>sattannaṃ</b> sammāsambuddhānaṃ"
54989,sattabojjhaṅgā,cattāro satipaṭṭhānā bhāvitā bahulīkatā <b>sattabojjh'aṅge</b> paripūrenti.
55081,sattarasa 1,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>sattarasa</b>divasāni atikkantāni."
55133,sattavīsati,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>sattavīsati</b>divasāni atikkantāni."
55151,satthaka 1,"upakkhalitvā vā papateyyaṃ, bhattaṃ vā me bhuttaṃ byāpajjeyya, pittaṃ vā me kuppeyya, semhaṃ vā me kuppeyya, <b>satthakā</b> vā me vātā kuppeyyuṃ"
49594,sad,so taṃ dhammaṃ sutvā tathāgate <b>sad</b>dhaṃ paṭilabhati. so tena <b>sad</b>dhāpaṭilābhena samannāgato iti paṭisañcikkhati
49849,sadosa 2.1,asaṃvutaṃ hutvā osaramānaṃ kiles'uppattiyā kāraṇabhāvena <b>sadosa</b>gamanena gacchatī'ti samuddan'aṭṭhena'pi samuddo.
49653,saddappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu sotena saddaṃ sutvā saddappaṭisaṃvedī ca hoti saddarāga-ppaṭisaṃvedī ca."
49655,saddarāga,"puna caparaṃ, upavāṇa, bhikkhu sotena saddaṃ sutvā saddappaṭisaṃvedī ca hoti saddarāga-ppaṭisaṃvedī ca."
49656,saddarāgappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu sotena saddaṃ sutvā saddappaṭisaṃvedī ca hoti saddarāgappaṭisaṃvedī ca."
49708,saddhammamaññāya,"sabbhi'r'eva samāsetha,<br/>sabbhi kubbetha santhavaṃ,<br/>sataṃ <b>saddhammam'aññāya</b>,<br/>seyyo hoti na pāpiyo'ti."
49695,saddhājāta,"idha saddhājāto upasaṅkamati, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati"
49690,saddhādeyya,yathā vā pan'eke bhonto samaṇabrāhmaṇā <b>saddhādeyyāni</b> bhojanāni bhuñjitvā te evarūpaṃ tiracchānakathaṃ anuyuttā viharanti.
49722,saddhāpabbajita,alam'eva <b>saddhāpabbajitena</b> kulaputtena vīriyaṃ ārabhituṃ
49733,saddhāvimutta,"<b>saddhāvimutto</b>  idha ekacco puggalo ye te santā vimokkhā atikkamma rūpe āruppā te na kāyena phusitvā viharati, paññāya c'assa disvā ekacce āsavā parikkhīṇā honti, tathāgate c'assa saddhā niviṭṭhā hoti mūlajātā patiṭṭhitā."
49763,sadhamma,"tam'mayaṃ bhagavantaṃ <b>sadhammaṃ</b> sasaṅghaṃ, imehi sakkārehi yath'ārahaṃ āropitehi abhipūjayāma"
53474,sanidassana,<b>sanidassana</b>sappaṭighā dhammā. anidassanasappaṭighā dhammā. anidassan'āppaṭighā dhammā.
54088,santappati 2.1,"jīno rath'assaṃ maṇikuṇḍale ca, putte ca dāre ca that'eva jīno.<br/>sabbesu bhogesu asesitesu, kasmā na <b>santappasi</b> sokakāle."
54110,santaruttaraparamaṃ,"tañ'ce aññātako gahapati vā gahapatānī vā bahūhi cīvarehi abhihaṭṭhuṃ pavāreyya, <b>santar'uttaraparamaṃ</b> tena bhikkhunā tato cīvaraṃ sāditabbaṃ."
54062,santaṃ,"idha bhikkhu <b>santaṃ</b> vā ajjhattaṃ kāmacchandaṃ atthi me ajjhattaṃ kāmacchando'ti pajānāti, asantaṃ vā ajjhattaṃ kāmacchandaṃ n'atthi me ajjhattaṃ kāmacchando'ti pajānāti"
54246,santīraṇa,diṭṭhamattaṃ nāma tatth'eva uppannaṃ sampaṭicchana<b>santīraṇa</b>voṭṭhabbanasaṅkhātaṃ cittattayaṃ.
54146,santesu,"yathā hi aṅga-sambhārā, hoti saddo ratho iti.<br/>evaṃ khandhesu santesu, hoti satto'ti sammuti"
53962,sannipata,"ettāni cattāri vattāni sammajjanakaraṇ'ādīni saṅgha<b>sannipatato</b> paṭhamaṃ kattabbatā, uposathassa uposathakammassa pubbakaraṇan'ti vuccati. pubbakaraṇānī'ti akkhātāni."
53968,sannipātabahula,"yāvakīvañ'ca bhikkhave bhikkhū abhiṇhaṃ sannipātā bhavissanti <b>sannipātabahulā</b>, vuddhi'y'eva pāṭikaṅkhā no parihāni"
54334,sapattavatā,"kathañ'c'ānanda, satthāraṃ sāvakā mittavatāya samudācaranti, no sapattavatāya?"
54294,sapadānacārika,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
54296,sapadānacārikaṅga,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
54309,saparidaṇḍā,"ñātirakkhitā gottarakkhitā dhammarakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷaparikkhittā'pi, tathārūpāsu cārittaṃ āpajjitā hoti"
49380,sabbatthamaparājita,"et'ādisāni katvāna, <b>sabbattha'm'aparājitā</b>.<br/>sabbattha sotthiṃ gacchanti, taṃ tesaṃ maṅgalam'uttaman'ti."
49295,sabbapāpa,"<b>sabbapāpassa</b> akaraṇaṃ, kusalass'ūpasampadā. <br/>sacittapariyodapanaṃ, etaṃ buddhāna sāsanaṃ."
49261,sabbampidaṃ,sabbam'p'idaṃ hāyatu ca jīratu ca bhijjatu ca deha-nissitaṃ
49400,sabbe,"<b>sabbe</b> tasanti daṇḍassa, sabbesaṃ jīvitaṃ piyaṃ.<br/>attānaṃ upamaṃ katvā, na haneyya na ghātaye."
49451,sabhāva 2,"yathā hi cakkhuviññāṇaṃ rūpe rūpamattam'eva passati, na anicc'ādi<b>sabhāvaṃ</b>, evam'eva sesaṃ."
50916,samanantara 1,"hetupaccayo, ārammaṇapaccayo, adhipatipaccayo, anantarapaccayo, <b>samanantara</b>paccayo, sahajātapaccayo, aññam'aññapaccayo"
51118,samanupassamāna,"ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā anekavihitaṃ attānaṃ <b>samanupassamānā</b> samanupassanti, sabb'ete pañc'upādānakkhandhe samanupassanti, etesaṃ vā aññataraṃ."
50632,samācare,"na ca khuddaṃ <b>samācare</b> kiñci, yena viññū pare upavadeyyuṃ.<br/>sukhino vā khemino hontu, sabbe sattā bhavantu sukhit'attā."
50776,samādiyi,sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ piṇḍapātik'aṅgaṃ paṃsukūlik'aṅgaṃ <b>samādiyiṃsu</b>
52579,samuddati,cakkhu ca tesu tesu nīl'ādīsu ārammaṇesu samuddati
52568,samuddana,"yadi duppūraṇ'aṭṭhena yadi vā samuddan'aṭṭhena samuddo, cakkhum'eva samuddo."
51559,sametta,pharitvāna mettaṃ <b>samettā</b> bhadantā avikkhittacittā parittaṃ bhaṇantu
52028,samosaṭa,yo taṃ rūpamayaṃ vegaṃ sahatī'ti yo taṃ cakkhusamudde <b>samosaṭaṃ</b> rūpamayaṃ vegaṃ
52024,samosaranta,tassa hi pathavito yāva akaniṭṭhabrahmalokā nīl'ādiārammaṇaṃ samosarantaṃ paripuṇṇabhāvaṃ kātuṃ na sakkoti
52118,sampakampi,ayañ'ca dasasahassī lokadhātu saṅkampi <b>sampakampi</b> sampavedhi appamāṇo ca oḷāro obhāso loke pāturahosi atikkamm'eva devānaṃ dev'ānubhāvaṃ.
52225,sampaṭicchana 1,diṭṭhamattaṃ nāma tatth'eva uppannaṃ <b>sampaṭicchana</b>santīraṇavoṭṭhabbanasaṅkhātaṃ cittattayaṃ.
52279,sampayutta,sukhāya vedanāya <b>sampayuttā</b> dhammā. dukkhāya vedanāya <b>sampayuttā</b> dhammā. adukkham'asukhāya vedanāya <b>sampayuttā</b> dhammā.
52124,sampalimaṭṭha,"varaṃ, bhikkhave, tattāya ayosalākāya ādittāya sampajjalitāya sajotibhūtāya cakkhu'ndriyaṃ sampalimaṭṭhaṃ, na tv'eva cakkhuviññeyyesu rūpesu anubyañjanaso nimittaggāho."
52262,sampavedhi,ayañ'ca dasasahassī lokadhātu saṅkampi sampakampi <b>sampavedhi</b> appamāṇo ca oḷāro obhāso loke pāturahosi atikkamm'eva devānaṃ dev'ānubhāvaṃ.
52263,sampavedhī,"seyyathā'pi rañño paccantime nagare esikā hoti gambhīranemā sunikhātā acalā a'sampavedhī abbhantarānaṃ guttiyā bāhirānaṃ paṭighātāya. evam'evaṃ kho ariyasāvako saddho hoti, saddahati tathāgatassa bodhiṃ"
52068,sampādi,"tena kho pana samayena indasālaguhā visamā santī samā sampādi, sambādhā santī urundā sampādi, andhakāro guhāyaṃ antaradhāyi, āloko udapādi yathā taṃ devānaṃ dev'ānubhāvena."
52063,sampādetuṃ,evaṃ hi vo bhikkhave sikkhitabbaṃ. att'atthaṃ vā hi bhikkhave sampassamānena alam'eva appamādena <b>sampādetuṃ</b>
51396,sambāhana,api ca kho mātugāmassa ucchādanaparimaddananhāpana<b>sambāhanaṃ</b> sādiyati.
51431,sambhañjana,rukkhaphal'ūpamā kāmā sambhañjana-paribhañjan'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
51945,sammoditvā,ekadā dhammarājā pi gelaññen'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna sādaraṃ <b>sammoditvā</b> ca ābādhā tamhā vuṭṭhāsi ṭhānaso.
54556,saraṇamāgamma,"etaṃ kho saraṇaṃ khemaṃ, etaṃ saraṇam'uttamaṃ, <br/>etaṃ <b>saraṇam'āgamma,</b> sabbadukkhā pamuccati."
54676,sarīrabheda,"dumapphalānī'va patanti māṇavā, daharā ca vuḍḍhā ca <b>sarīrabhedā</b>. <br/>etam'pi disvā pabbajito'mhi rāja, apaṇṇakaṃ sāmaññam'eva seyyo."
54671,sarīra 2,puna caparaṃ bhikkhu seyyathā'pi passeyya <b>sarīraṃ</b> sivathikāya chaḍḍitaṃ ek'āhamataṃ vā dvī'hamataṃ vā tī'hamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbakajātaṃ.
49944,sahajāta,"hetupaccayo, ārammaṇapaccayo, adhipatipaccayo, anantarapaccayo, samanantarapaccayo, <b>sahajāta</b>paccayo, aññam'aññapaccayo"
51714,saṃkī,"mamāyite passatha phandamāne'ti mamāyitaṃ vatthuṃ accheda-saṃkino'pi phandanti, acchindante'pi phandanti, acchinne'pi phandanti"
52455,saṃsīda,"kiṃ nu kho, bhante, orimaṃ tīraṃ, kiṃ pārimaṃ tīraṃ, ko majjhe <b>saṃsīdo</b>, ko thale ussādo, ko manussaggāho, ko amanussaggāho, ko āvaṭṭaggāho, ko antopūtibhāvo'ti?"
52744,saṃvacchara 1,"ek'ūnatiṃsatime <b>saṃvacchare</b> mah'ābhinikkhamanaṃ nikkhamitvā, chabbassāni mahāpadānaṃ padahitvā"
53487,sāṇipasibbaka,tena hi tvaṃ mahante mahante <b>sāṇipasibbake</b> kārāpetvā hiraññasuvaṇṇassa pūrāpetvā sakaṭehi nibbāhāpetvā majjhe gaṅgāya sote osādehi.
53468,sāṇi 1,tena hi tvaṃ mahante mahante <b>sāṇi</b>pasibbake kārāpetvā hiraññasuvaṇṇassa pūrāpetvā sakaṭehi nibbāhāpetvā majjhe gaṅgāya sote osādehi.
55152,sātthaka 1,"tattha, <b>sātthaka</b>sampajaññaṃ, sappāyasampajaññaṃ, gocarasampajaññaṃ, asammohasampajaññaṃ'ti catubbidhaṃ sampajaññaṃ."
49605,sādaraṃ,ekadā dhammarājā pi gelaññen'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna <b>sādaraṃ</b> sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso.
53466,sāni,"ayasā'va malaṃ samuṭṭhitaṃ, tat'uṭṭhāya tam'eva khādati.<br/>evaṃ atidhonacārinaṃ, <b>sāni</b> kammāni nayanti duggatiṃ."
54326,sāpateyya,"appamattako so kaliggaho yaṃ so akkhadhutto paṭhamen'eva kaliggahena puttam'pi jīyetha, dāram'pi jīyetha, sabbaṃ <b>sāpateyyam</b>'pi jīyetha, uttari'pi adhibandhaṃ nigaccheyya."
54340,sāpekkha,"yāvakīvañ'ca bhikkhave bhikkhū āraññakesu sen'āsanesu <b>sāpekkhā</b> bhavissanti, vuddhi'y'eva pāṭikaṅkhā no parihāni"
50902,sāmaṇaka,atha kho vesālikā vajjiputtakā bhikkhū taṃ <b>sāmaṇakaṃ</b> parikkhāraṃ ādāya nāvāya sahajātiṃ ujjaviṃsu
51625,sāmīcipaṭipanna,supaṭipanno bhagavato sāvakasaṅgho ujupaṭipanno bhagavato sāvakasaṅgho ñāyapaṭipanno bhagavato sāvakasaṅgho <b>sāmīcipaṭipanno</b> bhagavato sāvakasaṅgho
55433,sāyanhasamaya,"gopālako <b>sāyanhasamaye</b> sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca padese cariṃsu"
54490,sārada 2,"yān'imāni apatthāni, alābūn'eva <b>sārade</b>,<br/>kāpotakāni aṭṭhīni, tāni disvāna kā rati."
54678,sārīradhātu,"vandāmi cetiyaṃ sabbaṃ ‒ sabba-ṭhānesu patiṭṭhitaṃ, sārīrikadhātu-mahā-bodhiṃ ‒ buddha-rūpaṃ sakalaṃ sadā"
55390,sāvudha,"bāhuṃ sahassam'abhinimmita <b>sāvudhan</b>'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"
55939,sikkhassu,"iṅgha tāva āyasmā kāyikaṃ <b>sikkhassū</b>'ti, iti'ssa bhavanti vattāro."
56186,siṅghāṭakena siṅghāṭakaṃ,kharassarena paṇavena rathikāya rathikaṃ siṅghāṭakena siṅghāṭakaṃ parinetvā dakkhiṇena dvārena nikkhāmetvā dakkhiṇato nagarassa sīsaṃ chindathā'ti.
55795,siddhi 2,ettāvatā ca amhehi sambhataṃ puññasampadaṃ sabbe devā anumodantu sabbasampatti<b>siddhiyā</b>.
56204,siniddha 3,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.<br/><b>siniddhā</b> teladhārā'va, ahosi iriyāpatho."
56237,sirasā,tam'ahaṃ bhagavantaṃ abhipūjayāmi<br/>tam'ahaṃ bhagavantaṃ <b>sirasā</b> namāmi
56017,sīlapāramī,"paṭhamaṃ dāna-pārami, dutiyaṃ sīlapārami, tatiyaṃ nekkhamma-pārami"
55984,sīlabyasana,"ñātibyasanena vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, <b>sīlabyasanena</b> vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa"
56008,sīlamaya,"kusalā cetanā kām'āvacarā rūp'āvacarā dānamayā <b>sīlamayā</b> bhāvanāmayā, ayaṃ vuccati puññ'ābhisaṅkhāro."
56289,sīsacchejja,"tatr'aññatarassa thalaṭṭhassa purisassa evam'assa, pāpakaṃ vata, bho, ayaṃ puriso kammaṃ akāsi gārayhaṃ <b>sīsacchejjaṃ</b>."
57367,sukkapakkha 1,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi māghamāsassa <b>sukkapakkhe</b> catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
57097,sugatappavedita,dhammo ca desito niyyāniko upasamiko parinibbāniko sambodhagāmī <b>sugatappavedito</b>
56938,sucira,sādhu no bhante bhagavā <b>sucira</b>parinibbuto'pi pacchimājanat'ānukampamānasā
57132,sujā 1.1,"māno hi te brāhmaṇa khāribhāro, kodho dhūmo bhasmani mosavajjaṃ. <br/>jivhā <b>sujā</b> hadayaṃ jotiṭhānaṃ, attā sudanto purisassa joti."
57570,suññaka,so passeyya suññaṃ gāmaṃ. yaññad'eva gharaṃ paviseyya rittakaññ'eva paviseyya tucchakaññ'eva paviseyya suññakaññ'eva paviseyya.
57576,suññatāpaṭisaṃyutta,"ye te sutt'antā tathāgatabhāsitā gambhīrā gambhīr'atthā lok'uttarā <b>suññatappaṭisaṃyuttā</b>, tesu bhaññamānesu na sussūsissanti na sotaṃ odahissanti"
56975,sudaṭṭha,"duggāhadiṭṭhibhujagena <b>sudaṭṭha</b>hatthaṃ, brahmaṃ visuddhijutim'iddhibak'ābhidhānaṃ, ñāṇāgadena vidhinā jitavā mun'indo"
56961,sudāruṇa,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'asanī'va, <b>sudāruṇan</b>'taṃ, mett'ambusekavidhinā jitavā mun'indo."
57527,sunikhāta,"seyyathā'pi rañño paccantime nagare esikā hoti gambhīranemā <b>sunikhātā</b> acalā asampavedhī abbhantarānaṃ guttiyā bāhirānaṃ paṭighātāya. evam'evaṃ kho ariyasāvako saddho hoti, saddahati tathāgatassa bodhiṃ"
57633,supaṭipanna,"rūpassa nibbidāya virāgāya nirodhāya paṭipannā, te suppaṭipannā. ye suppaṭipannā, te imasmiṃ dhammavinaye gādhanti."
57634,supaṭippassaddha,"na suppaṭippassaddho, opakkamikā ce'pi te bhonto samaṇabrāhmaṇā dukkhā tibbā kharā kaṭukā vedanā vedayanti, abhabbāva te ñāṇāya dassanāya anuttarāya sambodhāya."
57639,supatiṭṭhita 1,"ayañ'ca kho dakkhiṇā dinnā, saṅghamhi <b>suppatiṭṭhitā</b>. dīgharattaṃ hitāy'assa, ṭhānaso upakappati."
57592,supabhāta,"sunakkhattaṃ sumaṅgalaṃ, <b>supabhātaṃ</b> suvuṭṭhitaṃ. sukhaṇo sumuhutto ca, suyiṭṭhaṃ brahmacārisu."
57739,supūjita,"tesu na mānaṃ kayirātha, tesu assa sagāravo, ty'assa apacitā assu, ty'assu sādhu supūjitā."
56815,subhaddaka,"bhaddakā vat'ime sunāparantakā manussā, subhaddakā vat'ime sunāparantakā manussā, yaṃ me na'y'ime pāṇinā pahāraṃ dentī'ti."
57411,sulabhati,"iminā puññakammena, iminā uddissena ca khipp'āhaṃ <b>sulabhe</b> c'eva taṇh'ūpādānachedanaṃ."
57947,susuddha,"buddho <b>susuddho</b> karuṇāmah'aṇṇavo, yo'ccantasuddhabbarañāṇalocano, lokassa pāp'ūpakilesaghātako"
57946,susu 2,"ahi āviñcheyya vammikaṃ pavekkhāmī'ti, <b>susu</b>māro āviñcheyya udakaṃ pavekkhāmī'ti, pakkhī āviñcheyya ākāsaṃ ḍessāmī'ti"
57129,suhuju,"karaṇīyam'atthakusalena, yaṃ taṃ santaṃ padaṃ abhisamecca:<br/>sakko ujū ca <b>suhujū</b> ca, suvaco c'assa mudu, anatimānī."
56949,sūcivāṇijaka,"atha kho āyasmā mahākassapo āyasmantaṃ ānandaṃ etad'avoca, kiṃ nu kho, āvuso ānanda, ahaṃ sūcivāṇijako, tvaṃ sūcikāro, udāhu ahaṃ sūcikāro, tvaṃ <b>sūcivāṇijako</b>'ti?"
55490,seka,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'asanī'va, sudāruṇan'taṃ, mett'ambu<b>seka</b>vidhinā jitavā mun'indo."
55556,senāsanagilānappaccaya,yesaṃ mayaṃ paribhuñjāma cīvarapiṇḍapāta<b>sen'āsanagilānappaccaya</b>bhesajjaparikkhāraṃ tesaṃ te kārā amhesu mahapphalā bhavissanti mah'ānisaṃsā'ti
56508,sokanāsana,"ye ca atītā sambuddhā, ye ca buddhā anāgatā. <br/>yo c'eta'r'ahi sambuddho, bahunnaṃ <b>sokanāsano</b>."
56521,sokasalla,"cetaso parijjhāyanā domanassaṃ <b>sokasallaṃ</b>, ayaṃ vuccati soko."
56582,soṇa 3,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā ajeḷakā kukkuṭasūkarā <b>soṇa</b>siṅgālā."
56741,sotta,"varaṃ, bhikkhave, sottaṃ. sottaṃ kho pan'āhaṃ, bhikkhave, vañjhaṃ jīvitānaṃ vadāmi, aphalaṃ jīvitānaṃ vadāmi, momūhaṃ jīvitānaṃ vadāmi"
56664,sosānikaṅga,ek'āsanik'aṅgaṃ pattapiṇḍik'aṅgaṃ khalupacchābhattik'aṅgaṃ āraññik'aṅgaṃ rukkhamūlik'aṅgaṃ abbhokāsik'aṅgaṃ sosānik'aṅgaṃ
