id,pali_1,example_2
15945,cāra 1.1,"pāṇ'ātipātā veramaṇī, adinn'ādānā veramaṇī, kāmesumicchā<b>cārā</b> veramaṇī, ayaṃ vuccati bhikkhave sammākamm'anto."
15998,cārī 2.1,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ,<br/>dukkhaṃ vata settha kv'ajja sessaṃ,<br/>ete vitakke paridevaneyye,<br/>vinayetha sekho aniketa<b>cārī</b>."
17088,ci,"alam'ettāvatā katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñ<b>'ci</b> uttariṃ karaṇīyan'ti tāvataken'eva tuṭṭhiṃ āpajjeyyātha."
17118,ciṇṇa 1,<b>ciṇṇa</b>mānatto bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho tattha so bhikkhu abbhetabbo.
17288,cittamidaṃ,"kumbh'ūpamaṃ kāyam'imaṃ viditvā, nagar'ūpamaṃ <b>cittam'idaṃ</b> ṭhapetvā. <br/>yodhetha māraṃ paññ'āvudhena, jitañ'ca rakkhe anivesano siyā."
17351,cittavipallāsa,"anattani, bhikkhave, attā'ti saññāvipallāso <b>cittavipallāso</b> diṭṭhivipallāso."
17232,citta 2.1,"añjanī'va navā <b>cittā</b>, pūtikāyo alaṅkato. <br/>alaṃ bālassa mohāya, no ca pāragavesino."
17236,citta 2.3,"seyyathā'pi, bhikkhave, rajako vā <b>citta</b>kārako vā rajanāya vā lākhāya vā haliddiyā vā nīliyā vā mañjiṭṭhāya vā"
17239,citta 2.6,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, māgasiraphussamāsā hemanto, māghaphaggunamāsā sisiro, <b>citta</b>vesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
17127,cintā,"nīcā niviṭṭhā subharā, mudū atthaddhamānasā.<br/>abyāsekā amukharā, attha<b>cintā</b> vas'ānugā."
17173,cirapabbajita,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cirapabbajitā</b> saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti
17157,cīra,tatiyam'pi kho bāhiyo dāru<b>cīriyo</b> bhagavantaṃ etad'avoca
17627,cuṇṇaka,puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni pūtīni <b>cuṇṇaka</b>jātāni
17518,cuddasa 1,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>cuddasa</b>divasāni atikkantāni."
17615,cunda 1,"idha <b>cunda</b> ekacco anabhijjhālu hoti. yaṃ taṃ parassa paravitt'ūpakaraṇaṃ taṃ anabhijjhitā hoti, aho vata yaṃ parassa taṃ mamassā'ti"
16521,cetayitvā,"evam'eva kho, mahārāja, idh'ekacco puggalo akusalaṃ kammaṃ cetanāya <b>cetayitvā</b> kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjeyya."
16492,cetarahi,"ye ca atītā sambuddhā, ye ca buddhā anāgatā. <br/>yo <b>c'eta'r'ahi</b> sambuddho, bahunnaṃ sokanāsano."
16522,cete,"no ce'taṃ chando jāyetha, na'y'idaṃ ussaheyya, <br/>no <b>c'ete</b> dhammā nijjhānaṃ khameyyuṃ, na'y'idaṃ chando jāyetha."
16559,cetoparivitakka,"atha kho brahmā sahampati bhagavato cetasā <b>cetoparivitakkam</b>'aññāya, seyyathā'pi nāma balavā puriso samiñjita vā bāhaṃ pasāreyya pasāritaṃ vā bāhaṃ samiñjeyya"
16598,cevettha,"ayaṃ <b>c'ev'ettha</b> attho, cattāro āsīvisā uggatejā ghoravisā'ti kho, bhikkhave, catunnetaṃ mahābhūtānaṃ adhivacanaṃ"
16437,ce 2,"māse māse sahassena, yo yajetha sataṃ samaṃ,<br/>ekañ'ca bhāvit'attānaṃ, muhuttam'api pūjaye,<br/>sā'y'eva pūjanā seyyo, yañ'<b>ce</b> vassasataṃ hutaṃ."
17473,codiyamāna,"so bhikkhu bhikkhūhi āpattiyā <b>codiyamāno</b> aññen'āññaṃ paṭicarati, bahiddhā kathaṃ apanāmeti"
17465,codetuṃ,"codakena bhikkhunā paraṃ <b>codetu'</b>kāmena evaṃ paccavekkhitabbaṃ, parisuddhakāyasamācāro nu kho'mhi?' parisuddhavacīsamācāro nu kho'mhi?'"
17491,coraghāta,"yāv'āhaṃ tesaṃ uddisitvā āgacchāmī'ti, udāhu vippalapan'tass'eva <b>coraghātā</b> sīsaṃ chindeyyun'ti?"
16627,chada 1,"sace kho pana agārasmā anagāriyaṃ pabbajati, arahaṃ hoti sammāsambuddho loke vivaṭṭa<b>cchado</b>."
16919,chava 3,"seyyathā'pi, bhikkhave, <b>chav</b>'ālātaṃ ubhatopadittaṃ majjhe gūthagataṃ, n'eva gāme kaṭṭh'atthaṃ pharati, n'āraññe kaṭṭh'atthaṃ pharati."
16602,cha bāhirāni āyatanāni,"rūp'āyatanaṃ sadd'āyatanaṃ gandh'āyatanaṃ ras'āyatanaṃ phoṭṭhabb'āyatanaṃ dhamm'āyatanaṃ, <b>cha</b> <b>bāhirāni</b> <b>āyatanāni</b> veditabbānī'ti"
16937,chāyā 1,"manopubbaṅ'gamā dhammā, manoseṭṭhā manomayā. <br/>manasā ce pasannena, bhāsati vā karoti vā. <br/>tato naṃ sukham'anveti, <b>chāyā</b>'va anapāyinī"
16994,chidda 2,"seyyathā'pi puriso medakathālikaṃ parihareyya <b>chidda</b>-avachiddaṃ uggharantaṃ paggharantaṃ, evam'evaṃ kho ahaṃ imaṃ kāyaṃ pariharāmi"
17045,chinna 5,"yo'dha kāme accatari,<br/>saṅgaṃ loke duraccayaṃ,<br/>na so socati n'ājjheti,<br/><b>chinna</b>soto abandhano."
16970,chejja 1,"tatr'aññatarassa thalaṭṭhassa purisassa evam'assa, pāpakaṃ vata, bho, ayaṃ puriso kammaṃ akāsi gārayhaṃ sīsa<b>cchejjaṃ</b>."
16953,chedana,"iminā puññakammena, iminā uddissena ca khipp'āhaṃ sulabhe c'eva taṇh'ūpādāna<b>chedanaṃ</b>."
25139,jacca,"seyyathā'pi, māgaṇḍiya, <b>jacc'</b>andho puriso, so na passeyya kaṇhasukkāni rūpāni, na passeyya nīlakāni rūpāni, na passeyya pītakāni rūpāni, na passeyya lohitakāni rūpāni"
25327,janakāya,"katvāna kaṭṭham'udaraṃ iva gabbhinīyā, ciñcāya duṭṭhavacanaṃ <b>janakāya</b>majjhe, santena somavidhinā jitavā mun'indo"
25362,janapadavitakka,vihiṃsāvitakkavaḍḍhanaṃ ñātivitakkavaḍḍhanaṃ <b>janapadavitakka</b>vaḍḍhanaṃ
25514,jara 1,"seyyathā'pi, bhikkhave, puriso <b>jar'</b>udapānaṃ vā olokeyya pabbatavisamaṃ vā nadīviduggaṃ vā, apakass'eva kāyaṃ, apakassa cittaṃ"
25188,jahati 2,"yadā nu kho, āvuso, imaṃ kāyaṃ kati dhammā <b>jahanti</b>, ath'āyaṃ kāyo ujjhito avakkhitto seti, yathā kaṭṭhaṃ acetanan'ti?"
25181,jahanta,"āyu usmā ca viññāṇaṃ, yadā kāyaṃ <b>jahant</b>'imaṃ, <br/>apaviddho tadā seti, parabhattaṃ acetanaṃ."
25603,jātarūparajatapaṭiggahaṇa,"uccāsayanamahāsayanā paṭivirato hoti, <b>jātarūparajatapaṭiggahaṇā</b> paṭivirato hoti"
25749,jāyampatikā,dve <b>jāyam'patikā</b> taṃ ekaputtakaṃ piyaṃ manāpaṃ vadhitvā vallūrañ'ca soṇḍikañ'ca karitvā puttamaṃsāni khādantā
25767,jāyetha,"no ce'taṃ chando <b>jāyetha</b>, na'y'idaṃ ussaheyya, no ce'te dhammā nijjhānaṃ khameyyuṃ, na'y'idaṃ chando <b>jāyetha</b>."
26125,jīyati 2.1,"appamattako so kaliggaho yaṃ so akkhadhutto paṭhamen'eva kaliggahena puttam'pi <b>jīyetha</b>, dāram'pi <b>jīyetha</b>, sabbaṃ sāpateyyam'pi <b>jīyetha</b>, uttari'pi adhibandhaṃ nigaccheyya."
26077,jīvikattha,"lesakappe pariyāye, parikappe'nudhāvitā.<br/><b>jīvik'atthā</b> upāyena, saṅkaḍḍhanti bahuṃ dhanaṃ."
26073,jīvikā,"parapaṭibaddhā me <b>jīvikā</b>'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ."
26088,jīvitamada,"tassa taṃ ṭhānaṃ abhiṇhaṃ paccavekkhato yo jīvite <b>jīvitamado</b> so sabbaso vā pahīyati tanu vā pana hoti. idaṃ kho, bhikkhave, atthavasaṃ paṭicca maraṇadhammo'mhi, maraṇaṃ anatīto'ti"
26087,jīvitaṃ kappeti,"idha bhikkhave ariyasāvako micchāājīvaṃ pahāya sammāājīvena <b>jīvitaṃ</b> <b>kappeti</b>, ayaṃ vuccati bhikkhave sammāājīvo."
26072,jīvī 2,"uṭṭhānavato satīmato, sucikammassa nisammakārino,<br/>saññatassa dhamma<b>jīvino</b>, appamattassa yaso'bhivaḍḍhati."
26174,juṇha,"sace te, kassapa, agaru, viharemu aj'<b>juṇho</b> aggisālamhī'ti"
26183,juti,"duggāhadiṭṭhibhujagena sudaṭṭhahatthaṃ, brahmaṃ visuddhi<b>jutim</b>'iddhibak'ābhidhānaṃ, ñāṇāgadena vidhinā jitavā mun'indo"
25795,jeṭṭha 1,"mātari pitari c'āpi, atho <b>jeṭṭhamhi</b> bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha."
35839,ñātibyasana,"<b>ñātibyasanena</b> vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, sīlabyasanena vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa"
35912,ñātivitakka,vihiṃsāvitakkavaḍḍhanaṃ <b>ñātivitakka</b>vaḍḍhanaṃ janapadavitakkavaḍḍhanaṃ
60618,ṭṭha,tatra bhikkhu vivekaninnena cittena vivekapoṇena vivekapabbhārena viveka<b>ṭṭhena</b> nekkhamm'ābhiratena añña'd'atthu uyyojanikapaṭisaṃyuttaṃy'eva kathaṃ kattā hoti
59815,ṭhapetvā 3,"yadi saṅghassa pattakallaṃ, saṅgho imaṃ adhikaraṇaṃ tiṇ'avatthārakena vūpasameyya, <b>ṭhapetvā</b> thullavajjaṃ, ṭhapetvā gihippaṭisaṃyuttan'ti."
59744,ṭhānāṭhāna 2,"<b>ṭhān'āṭhāne</b> na saṇṭhātī'ti kāraṇ'ākāraṇe na saṇṭhāti. tatr'āyaṃ nayo, sassatavādī yuttena kāraṇena pahoti ucchedavādiṃ niggahetuṃ, ucchedavādī tena niggayhamāno, kiṃ pan'āhaṃ ucchedaṃ vadāmī'ti"
59766,ṭhāniya 1,"tassa te āyasmanto avivaṭañ'c'eva vivaranti, anuttānīkatañ'ca uttānī karonti, anekavihitesu ca kaṅkhā<b>ṭhāniyesu</b> dhammesu kaṅkhaṃ paṭivinodenti."
59948,ṭhita 3,te ca kho hatthapāsaṃ avijahitvā ekasīmāyaṃ <b>ṭhitā</b>.
59980,ṭhitika 1,"yatha'y'idaṃ brahmacariyaṃ addhaniyaṃ assa cira<b>ṭṭhitikaṃ</b>, tadassa bahujanahitāya bahujanasukhāya lok'ānukampāya atthāya hitāya sukhāya devamanussānaṃ"
18407,ḍayhamāna 1,"sattiyā viya omaṭṭho,<br/><b>ḍayhamāno</b>'va matthake,<br/>kāmarāgappahānāya,<br/>sato bhikkhu paribbaje'ti."
58419,tajja 2,"yaṃ kho kāmayamāno <b>tajjaṃ</b> tajjaṃ attabhāvaṃ abhinibbatteti puññabhāgiyaṃ vā apuññabhāgiyaṃ vā, ayaṃ vuccati kāmānaṃ vipāko."
58737,taṇhāsaṅkhayavimutta,"vuttam'idaṃ, bhante, bhagavatā sakkapañhe, ye te samaṇabrāhmaṇā <b>taṇhāsaṅkhayavimuttā</b>, te accantaniṭṭhā accantayogakkhemino accantabrahmacārino accantapariyosānā seṭṭhā devamanussānan'ti."
59283,tato tato 1,"icc'evaṃ vippalapantiṃ, phandamānaṃ <b>tato</b> <b>tato</b>.<br/>khipiṃsu niraye ghore, uddhapādaṃ avaṃsiraṃ"
59270,tato 1,"atha kho āyasmā rāhulo, ko n'ajja bhagavatā sammukhā ovādena ovadito gāmaṃ piṇḍāya pavisissatī'ti <b>tato</b> paṭinivattitvā aññatarasmiṃ rukkhamūle nisīdi"
59275,tato 6,"<b>tato</b> aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā, āpanno visuddh'āpekkho evaṃ vadeyya"
59299,tatra tatra 1,yo me ayaṃ attā vado vedeyyo <b>tatra tatra</b> kalyāṇapāpakānaṃ kammānaṃ vipākaṃ paṭisaṃvedeti so kho pana me ayaṃ attā nicco dhuvo sassato avipariṇāmadhammo sassatisamaṃ tath'eva ṭhassatī'ti.
58276,tad,"yatha'y'idaṃ brahmacariyaṃ addhaniyaṃ assa ciraṭṭhitikaṃ, <b>tad'</b>assa bahujanahitāya bahujanasukhāya lok'ānukampāya atthāya hitāya sukhāya devamanussānaṃ"
58306,tadajjahaṃ,"idaṃ pure cittam'acāri cārikaṃ,<br/>yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,<br/><b>tadajj'ahaṃ</b> niggahessāmi yoniso,<br/>hatthippabhinnaṃ viya aṅkusaggaho."
58340,tadanvaya,"seyyathā'pi, bhikkhave, ambapiṇḍiyā vaṇṭacchinnāya yāni tattha ambāni vaṇṭapaṭibandhāni sabbāni tāni <b>tad'anvayāni</b> bhavanti"
58896,tappati 2.1,"idha <b>tappati</b> pecca <b>tappati</b>, pāpakārī ubhay'attha <b>tappati</b>.<br/>pāpaṃ me katan'ti <b>tappati</b>, bhiyyo tappati duggatiṃ gato."
58602,tammaya,"na vedagū diṭṭhiyā na mutiyā,<br/>sa mānam'eti na hi <b>tammayo</b> so,<br/>na kammunā no'pi sutena neyyo,<br/>anūpanīto sa nivesanesu."
59412,taya,catur'āsītisahassadhammakkhandh'ānubhāvena piṭaka<b>ttay</b>'ānubhavena jinasāvak'ānubhāvena
58964,taru,"sagge kāme ca rūpe, girisikharataṭe c'antalikkhe vimāne, dīpe raṭṭhe ca gāme, <b>taru</b>vanagahane, gehavatthumhi khette"
59013,tasmiṃ 2,"taṃ kiṃ maññasi, sunakkhatta, api nu tassa purisassa <b>tasmiṃ</b> vante puna bhottu'kamyatā assā'ti?"
59043,tassapi,"tatra, sunakkhatta, yam'pi tathāgatassa evaṃ hoti, dhammaṃ nesaṃ desessan'ti <b>tassa'pi</b> hoti aññathattan'ti."
58537,taṃ kutettha labbhā,"<b>taṃ</b> <b>kut'ettha</b>, ānanda, <b>labbhā</b> yaṃ taṃ jātaṃ bhūtaṃ saṅkhataṃ palokadhammaṃ, taṃ vata mā palujjī'ti n'etaṃ ṭhānaṃ vijjati"
58388,tādisikā,"<b>tādisikāya</b> āpattiyā ekaccaṃ pabbājenti ekaccaṃ na pabbājentī'ti, so bhikkhu bhikkhūhi evam'assa vacanīyo"
59423,tāyanagāthā,handa mayaṃ <b>tāyanagāthāyo</b> bhaṇāmase
59421,tāyana 1,handa mayaṃ <b>tāyana</b>gāthāyo bhaṇāmase
58521,tāḷī,tassa sā sukhā vedanā nirujjhati. sukhāya vedanāya nirodhā uppajjati dukkhā vedanā. so dukkhāya vedanāya phuṭṭho samāno socati kilamati paridevati ura<b>ttāḷiṃ</b> kandati sammohaṃ āpajjati.
58224,tā 1.2,āyasmā ānando <b>tā</b> bhikkhuniyo dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāy'āsanā pakkāmi
60166,tikkha 2,"appamattā viharissāma, <b>tikkhaṃ</b> maraṇassatiṃ bhāvayissāma āsavānaṃ khayāyā'ti."
60516,tiṭṭhaṃ,"<b>tiṭṭhañ</b>'caraṃ, nisinno vā, sayāno vā, yāvat'assa vigatamiddho, <br/>etaṃ satiṃ adhiṭṭheyya, brahmam'etaṃ vihāraṃ idha'm'āhu."
60553,titti 1,"rājā ca aññe ca bahū manussā, avītataṇhā maraṇaṃ upenti. <br/>ūnā'va hutvāna jahanti dehaṃ, kāmehi lokamhi na h'atthi <b>titti</b>."
60554,titti 2,sama<b>titti</b>kaṃ piṇḍapātaṃ paṭiggahessāmī'ti sikkhā karaṇīyā.
60104,tibbasārāga,so ca hoti abhijjhālu kāmesu <b>tibbasārāgo</b> byāpannacitto paduṭṭhamanasaṅkappo muṭṭhassati asampajāno asamāhito vibbhantacitto pākatindriyo.
60357,tiracchāna 1,"yo pana bhikkhu, bhikkhūnaṃ sikkhāsājīvasamāpanno, sikkhaṃ appaccakkhāya dubbalyaṃ anāvikatvā, methunaṃ dhammaṃ patiseveyya, antamaso <b>tiracchāna</b>gatāya'pi, pārājiko hoti asaṃvāso."
60415,tiro,"so sace ākaṅkhati, anekavihitaṃ iddhividhaṃ paccanubhaveyyaṃ, eko'pi hutvā bahudhā assaṃ, bahudhā'pi hutvā eko assaṃ, āvibhāvaṃ <b>tiro</b>bhāvaṃ"
60124,tīhamata,"ambho purisa, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ek'āhamataṃ vā dvī'hamataṃ vā <b>tī'hamataṃ</b> vā uddhumātakaṃ vinīlakaṃ vipubbakajātan'ti?"
60702,tumhākaṃ 3,"yaṃ, bhikkhave, na <b>tumhākaṃ</b>, taṃ pajahatha. taṃ vo pahīnaṃ hitāya sukhāya bhavissati."
60707,tumhe 2,"mā kho <b>tumhe</b>, āyasmanto, eso ajesi."
60670,tuleti,"atthaṃ upaparikkhato dhammā nijjhānaṃ khamanti, dhammanijjhānakkhantiyā sati chando jāyati, chandajāto ussahati, ussāhetvā <b>tuleti</b>, tulayitvā padahati,"
60764,tusita 1,"vessantaraattabhāve nibbattitvā, pañcamahāpariccāge katvā, <b>tusita</b>pure nibbattitvā"
60794,tuvaṭaṃ,"evam'eva kho, ānanda, yassa kassaci evaṃsīghaṃ evaṃ<b>tuvaṭaṃ</b> evaṃappakasirena uppannaṃ manāpaṃ uppannaṃ amanāpaṃ uppannaṃ manāp'āmanāpaṃ nirujjhati, upekkhā saṇṭhāti"
60790,tuvaṃtuvaṃ,es'ev'anto daṇḍ'ādānasatth'ādānakalahaviggahavivāda<b>tuvaṃtuvaṃ</b>pesuññamusāvādānaṃ. etth'ete pāpakā akusalā dhammā aparisesā nirujjhantī'ti.
59459,tecīvarika 1,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, <b>tecīvarik</b>'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
59469,teja 2,"seyyathā'pi, bhikkhave, cattāro āsīvisā ugga<b>tejā</b> ghoravisā. atha puriso āgaccheyya jīvitu'kāmo amaritu'kāmo sukhakāmo dukkhappaṭikūlo."
59502,tejodhātu,"puna caparaṃ bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati, atthi imasmiṃ kāye pathavīdhātu āpodhātu <b>tejodhātu</b> vāyodhātū'ti"
59620,tesañca,<b>tesañ'ca</b> vikālabhojan'ādivasena vatthusabhāg'āpattiyo ce na vijjanti.
59621,tesaññeva,"pānīyaparibhojanīyaupaṭṭhapanañ'ca, chand'ārahānaṃ bhikkhūnaṃ chandaāharaṇañ'ca, <b>tesaññ'eva</b> akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca"
59636,tevijjaka,"aho vata re amhākaṃ paṇḍitaka, aho vata re amhākaṃ bahussutaka, aho vata re amhākaṃ <b>tevijjaka</b>"
60826,tyassa,"tesu na mānaṃ kayirātha, tesu assa sagāravo, <b>ty'assa</b> apacitā assu, ty'assu sādhu supūjitā."
60824,tyāhaṃ 3,"n'eva kho <b>ty'āhaṃ</b>, brāhmaṇa, anumodāmi na paṭikkosāmi."
59678,thalaṭṭha,"tatr'aññatarassa <b>thalaṭṭhassa</b> purisassa evam'assa, pāpakaṃ vata, bho, ayaṃ puriso kammaṃ akāsi gārayhaṃ sīsacchejjaṃ."
59916,thina 1,"<b>thina</b>middhaṃ pahāya vigatathinamiddho viharati ālokasaññī sato sampajāno, <b>thina</b>middhā cittaṃ parisodheti"
60025,thulla,"seyyathā'pi, bhikkhave, saradasamaye <b>thulla</b>phusitake deve vassante udake udakabubbuḷaṃ uppajjati c'eva nirujjhati ca."
17820,dakkhuṃ,"aniccaṃ aniccato <b>dakkhuṃ</b>, dukkham'addakkhu dukkhato.<br/>anattani anattā'ti, asubhaṃ asubhat'addasuṃ.<br/>sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti"
18360,daṭṭhu,"so'haṃ evaṃ viharanto, ñatvā dhammaṃ nirūpadhiṃ.<br/>ārogye yobbanasmiñ'ca, jīvitasmiñ'ca ye madā. <br/>sabbe made abhibho'smi, nekkhammaṃ <b>daṭṭhu</b> khemato"
17957,daṇḍādāna,es'ev'anto <b>daṇḍ'ādāna</b>satth'ādānakalahaviggahavivādatuvaṃtuvaṃpesuññamusāvādānaṃ. etth'ete pāpakā akusalā dhammā aparisesā nirujjhantī'ti.
18154,dasadhā,"anekehi sambhārehi samāraddhā vadatī'ti. so taṃ vīṇaṃ <b>dasadhā</b> vā satadhā vā phāleyya, <b>dasadhā</b> vā satadhā vā taṃ phāletvā sakalikaṃ sakalikaṃ kareyya."
18191,dasama 1,"aṭṭhamaṃ adhiṭṭhānapārami, navamaṃ mettāpārami, <b>dasamaṃ</b> upekkhāpāramī'ti"
18272,dassana 2,"khantī ca sovacassatā, samaṇānañ'ca <b>dassanaṃ</b>.<br/>kālena dhammasākacchā, etaṃ maṅgalam'uttamaṃ."
18287,dassanāya 2,"yathārūpaṃ parisaṃ alaṃ yojanagaṇanāni'pi <b>dassanāya</b> gantuṃ api puṭ'aṃsenā'pi, tathārūpo ayaṃ, bhikkhave, bhikkhusaṅgho."
18388,davāya,bhojane mattaññuno bhavissāma paṭisaṅkhā yoniso āhāraṃ āharissāma n'eva <b>davāya</b> na madāya na maṇḍanāya na vibhūsanāya
17656,da 2.1,"āyu<b>do</b> bala<b>do</b> dhīro, vaṇṇa<b>do</b> paṭibhāṇa<b>do</b>. sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti."
18084,dāra,"mātāpitu upaṭṭhānaṃ, putta<b>dārassa</b> saṅgaho.<br/>anākulā ca kamm'antā, etaṃ maṅgalam'uttamaṃ."
18123,dārukkhandha,"sace so, bhikkhave, <b>dārukkhandho</b> na orimaṃ tīraṃ upagacchati, na pārimaṃ tīraṃ upagacchati, na majjhe saṃsīdissati"
18109,dārucīriya,tatiyam'pi kho bāhiyo <b>dārucīriyo</b> bhagavantaṃ etad'avoca
18152,dāsabya,"bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan'āgāraṃ yathā <b>dāsabyaṃ</b> yathā kantār'addhānamaggaṃ, ime pañca nīvaraṇe appahīne attani samanupassati"
18252,dāsidāsa,"itthikumārikapaṭiggahaṇā paṭivirato hoti, <b>dāsidāsa</b>paṭiggahaṇā paṭivirato hoti"
19709,diṭṭhasuta,"ubhosu antesu vineyya chandaṃ, phassaṃ pariññāya anānugiddho,<br/>yad'attagarahī tad'akubbamāno, na lippatī <b>diṭṭhasutesu</b> dhīro."
19773,diṭṭhisampanna,seyyathā'pi gāvī taruṇavacchā thambañ'ca ālumpati vacchakañ'ca apacinati. evam'eva kho dhammatā esā <b>diṭṭhisampannassa</b> puggalassa
19497,dīghaṃ,"seyyathā'pi dakkho bhamakāro vā bhamakār'antevāsī vā <b>dīghaṃ</b> vā añchanto <b>dīghaṃ</b> añchāmī'ti pajānāti, rassaṃ vā añchanto rassaṃ añchāmī'ti pajānāti"
19602,dīpaṅkara,amhākaṃ kho pana bhagavā <b>dīpaṅ'kara</b>pādamūlato paṭṭhāya
19585,dīpa 2.1,"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambu<b>dīpo</b> avīci maññe phuṭo bhavissati manussehi, seyyathā'pi naḷavanaṃ vā saravanaṃ vā."
20176,dukkhadomanassa,"vedanāpaccayā taṇhā, taṇhāpaccayā upādānaṃ, upādānapaccayā bhavo, bhavapaccayā jāti, jātipaccayā jarāmaraṇaṃ sokaparideva<b>dukkhadomanass</b>'upāyāsā sambhavanti."
20206,dukkhanirodhagāminīpaṭipadā,ayaṃ <b>dukkhanirodhagāminī paṭipadā</b>'ti yathābhūtaṃ abbhaññāsiṃ
20205,dukkhanirodhagāminī paṭipadā ariyasaccaṃ,"idaṃ <b>dukkhanirodhagāminī</b> <b>paṭipadā</b> <b>ariyasaccan</b>'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ udapādi, ñāṇaṃ udapādi, paññā udapādi, vijjā udapādi, āloko udapādi."
20197,dukkhamidaṃ,"yathā'pi mūle anupaddave daḷhe, chinno'pi rukkho punar'eva rūhati, <br/>evam'pi taṇh'ānusaye anūhate, nibbattatī <b>dukkham'idaṃ</b> punappunaṃ."
20248,dukkhasaññā,"asubhasaññā, maraṇasaññā, āhāre paṭikūlasaññā, sabbaloke anabhiratasaññā, aniccasaññā, anicce <b>dukkhasaññā</b>, dukkhe anattasaññā, pahānasaññā, virāgasaññā, nirodhasaññā"
20244,dukkhasamudayaṃ ariyasaccaṃ,taṃ kho pan'idaṃ <b>dukkhasamudayaṃ</b> <b>ariyasaccaṃ</b> pahātabban'ti
20159,dukkha 1,"yaṃ pan'āniccaṃ <b>dukkhaṃ</b> vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, eso'ham'asmi, eso me attā'ti? no h'etaṃ, bhante."
20160,dukkha 2,"n'eva tasmiṃ samaye <b>dukkhaṃ</b> vedanaṃ vedeti, na adukkham'asukhaṃ vedanaṃ vedeti"
20162,dukkha 4,"sukhassa ca pahānā <b>dukkhassa</b> ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati."
