id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
37398	pr	nipāteti 1	√pat 1	ni √pat	lets fall; drops; lit. causes to fall down	позволяет упасть; бросает вниз					
37399	pr	nipāteti 2	√pat 1	ni √pat	makes lie down; puts to bed; lit. causes to fall down			заставляет ложиться; укладывает в постель; досл. заставляет падать			
37400	abs	nipātetvā	√pat 1	ni √pat	having made lie down; lit. having caused to fall down			уложив; досл. заставив упасть			
37402	aor	nipātesi 1	√pat 1	ni √pat	placed down; lit. caused to fall down			поставил; досл. заставил упасть			
37403	aor	nipātesi 2	√pat 1	ni √pat	(of a word) spat out; imputed; dropped a slur; lit. caused to fall down			(о слове) выплюнутый; приписанный; досл. заставленный упасть			
71976	pr	nipatati 2	√pat 1	ni √pat	befalls; attacks; infests; lit. falls down			постигает; атакует; досл. падает вниз			
76540	adj	nipātana 2	√pat 1	ni √pat	dropping; hurling down; lit. causing to fall down			сбрасывающий; сбрасывающий вниз; досл. заставляющий падать вниз			
18713	masc	opāta	√pat 1	ava √pat	pitfall; pit; hole	яма; пропасть; впадина					
18716	pr	opāteti 1	√pat 1	ava √pat	prompts; recites the first syllable together; (comm) talks together; lit. causes to fall down			побуждает; произносит первую слог вместе; (комм) беседует вместе; досл. заставляет упасть			
77907	pr	opāteti 2	√pat 1	ava √pat	interrupts; butts in; lit. causes to fall down			перебивает; вмешивается; досл. заставляет падать			
2196	masc	atipāta	√pat 1	ati √pat	slaying; killing; lit. causing to fall	убийство; лишение жизни	побуждение падения				
2197	pr	atipātayati 1	√pat 1	ati √pat	causes to slay; makes kill; lit. causes to fall all the way			заставляет убить; заставляет убить; досл. заставляет упасть полностью			
2199	prp	atipātayanta	√pat 1	ati √pat	making kill; causing to slay			убивающий; заставляющий убивать			
2201	prp	atipātāpayanta	√pat 1	ati √pat	making kill; causing to slay			принуждающий убивать; вызывающий убийство			
2202	adj	atipātī 1	√pat 1	ati √pat	attacking; harming; killing; lit. causing to fall	убивающий; вредящий; атакующий	побуждающий упасть				
2204	pr	atipāteti 1	√pat 1	ati √pat	shoots past; flies past; lit. causes to fly past	стреляет (в сторону); выпускает (по)	побуждает перелететь				
2205	pr	atipāteti 2	√pat 1	ati √pat	kills; slays; lit. causes to fall	истребляет; убивает	вызывает падение				
2207	prp	atipātenta	√pat 1	ati √pat	shooting; lit. causing to fly past			стреляющий; досл. заставляющий пролететь мимо			
36174	pr	nātipāteti	√pat 1	ati √pat	does not kill; does not slay; lit. does not cause to fall			не убивает; не лишает жизни; досл. не заставляет падать			
4654	pr	anupatati 1	√pat 1	anu √pat	falls (into); falls down (in); tumbles (into)	падает (в); падает вниз (в)					
4655	pr	anupatati 2	√pat 1	anu √pat	attacks; plagues; afflicts; befalls			атакует, досаждает, огорчает, постигает			
4656	pp	anupatita 1	√pat 1	anu √pat	fallen (into); afflicted (with); stricken (by); lit. fallen along	погрязший; погруженный (в); пораженный					
4657	pp	anupatita 2	√pat 1	anu √pat	filled (with); immersed (in); lit. fallen along			наполненный (чем-то); погруженный (во что-то); досл. упавший вдоль			
4658	abs	anupatitvā	√pat 1	anu √pat	having chased; having pursued; lit. having fallen along	напав; преследуя	упав вслед за				
4799	masc	anupāta	√pat 1	anu √pat	attack; criticism; response			нападение; критика; ответ			
36334	pr	nānupatati 1	√pat 1	anu √pat	does not befall; does not fall upon; does not affect	не случается (с); не выпадает на долю; не влияет (на)					
36335	pr	nānupatati 2	√pat 1	anu √pat	does not attack; does not plague; does not afflict; (comm) does not follow			не нападает, не мучает, не причиняет страдания, (комм) не следует			
75901	nt	anupatana	√pat 1	anu √pat	falling on; attacking			падение на; нападение			
3250	abs	adhipatitvā	√pat 1	adhi √pat	having attacked; having charged; having fallen on	напав; атаковав	упав (на)				
3255	masc	adhipāta 1	√pat 1	adhi √pat	flea; fly; flying insect			блоха; муха; летающее насекомое			
3257	masc	adhipātaka	√pat 1	adhi √pat	moth; flying insect; lit. flier			мотылёк; летающее насекомое; досл. летающий			
3261	adj	adhipātī	√pat 1	adhi √pat	destroying; demolishing; lit. causing to fall			разрушающий; уничтожающий; досл. приводящий к падению			
74081	abs	adhipātetvā 1	√pat 1	adhi √pat	having downed; having knocked over; lit. having caused to fall			повалив; сбив; досл. заставив упасть			
1310	pp	ajjhappatta	√pat 1	adhi ā √pat	fallen; attacked; pounced on; swooped upon	падающий; атакующий; набросившийся; налетевший					
1076	imperf	acchidā	√chid	√chid	cut; severed			резал; отрезанный			
1077	pp	acchidda 1	√chid	√chid	unbroken; flawless; without cracks	ненарушенный; безупречный; без трещин					
1092	pp	acchinna 2.1	√chid	√chid	not cut off			не прерванный			
1094	pp	acchinna 2.3	√chid	√chid	unbroken; not interrupted; consistent			непрерывный; ненарушенный; последовательный			
1109	abs	acchetvā	√chid	√chid	having not cut off; having not sliced off	не отрубив; не отрезав					
1120	pp	achidda	√chid	√chid	unbroken; flawless			непрерывный; безупречный			
26533	perf	ciccheda	√chid	√chid	cut; severed			резал; отрезанный			
27619	nt	chiggaḷa	√chid	√chid	hole; opening	дыра; отверстие					
