Pali Word;Source ID;Pali Sentence;English Translation
bhesajjasammatañca;pli-tv-kd6:1.2.4;Kiṃ nu kho ahaṃ bhikkhūnaṃ bhesajjaṃ anujāneyyaṃ, yaṃ bhesajjañceva assa bhesajjasammatañca lokassa, āhāratthañca phareyya, na ca oḷāriko āhāro paññāyeyyāti? ;What tonics might I allow the monks that are generally regarded as tonics, would serve as nourishment, but aren’t considered substantial food? 
āhāratthañca;pli-tv-kd6:1.2.4;Kiṃ nu kho ahaṃ bhikkhūnaṃ bhesajjaṃ anujāneyyaṃ, yaṃ bhesajjañceva assa bhesajjasammatañca lokassa, āhāratthañca phareyya, na ca oḷāriko āhāro paññāyeyyāti? ;What tonics might I allow the monks that are generally regarded as tonics, would serve as nourishment, but aren’t considered substantial food? 
bhesajjasammatāni;pli-tv-kd6:1.2.8;bhesajjāni ceva bhesajjasammatāni ca lokassa, āhāratthañca pharanti, na ca oḷāriko āhāro paññāyati. ;that are generally regarded as tonics, serve as nourishment, but aren’t considered substantial food. 
senesitāni;pli-tv-kd6:1.4.2;Tesaṃ yānipi tāni pākatikāni lūkhāni bhojanāni tānipi nacchādenti, pageva senesitāni. ;But even ordinary food did not agree with them, let alone greasy food. 
senesikāni;pli-tv-kd6:1.4.2;Tesaṃ yānipi tāni pākatikāni lūkhāni bhojanāni tānipi nacchādenti, pageva senesitāni. ;But even ordinary food did not agree with them, let alone greasy food. 
senehikāni;pli-tv-kd6:1.4.2;Tesaṃ yānipi tāni pākatikāni lūkhāni bhojanāni tānipi nacchādenti, pageva senesitāni. ;But even ordinary food did not agree with them, let alone greasy food. 
bhattācchādakena;pli-tv-kd6:1.4.3;Te tena ceva sāradikena ābādhena phuṭṭhā, iminā ca bhattācchādakena, tadubhayena bhiyyoso mattāya kisā honti, lūkhā, dubbaṇṇā, uppaṇḍuppaṇḍukajātā, dhamanisanthatagattā. ;As result of both the autumn illness and the food not agreeing with them, they became even more thin, haggard, and pale. 
bhattācchannakena;pli-tv-kd6:1.4.3;Te tena ceva sāradikena ābādhena phuṭṭhā, iminā ca bhattācchādakena, tadubhayena bhiyyoso mattāya kisā honti, lūkhā, dubbaṇṇā, uppaṇḍuppaṇḍukajātā, dhamanisanthatagattā. ;As result of both the autumn illness and the food not agreeing with them, they became even more thin, haggard, and pale. 
vasāni;pli-tv-kd6:2.1.3;Anujānāmi, bhikkhave, vasāni bhesajjāni—;I allow these fats as tonics: 
acchavasaṃ;pli-tv-kd6:2.1.4;acchavasaṃ, macchavasaṃ, susukāvasaṃ, sūkaravasaṃ, gadrabhavasaṃ—;bear fat, fish fat, alligator fat, pig fat, and donkey fat. 
macchavasaṃ;pli-tv-kd6:2.1.4;acchavasaṃ, macchavasaṃ, susukāvasaṃ, sūkaravasaṃ, gadrabhavasaṃ—;bear fat, fish fat, alligator fat, pig fat, and donkey fat. 
susukāvasaṃ;pli-tv-kd6:2.1.4;acchavasaṃ, macchavasaṃ, susukāvasaṃ, sūkaravasaṃ, gadrabhavasaṃ—;bear fat, fish fat, alligator fat, pig fat, and donkey fat. 
sūkaravasaṃ;pli-tv-kd6:2.1.4;acchavasaṃ, macchavasaṃ, susukāvasaṃ, sūkaravasaṃ, gadrabhavasaṃ—;bear fat, fish fat, alligator fat, pig fat, and donkey fat. 
gadrabhavasaṃ;pli-tv-kd6:2.1.4;acchavasaṃ, macchavasaṃ, susukāvasaṃ, sūkaravasaṃ, gadrabhavasaṃ—;bear fat, fish fat, alligator fat, pig fat, and donkey fat. 
nipakkaṃ;pli-tv-kd6:2.1.5;kāle paṭiggahitaṃ kāle nippakkaṃ kāle saṃsaṭṭhaṃ telaparibhogena paribhuñjituṃ. ;They should be received, melted, and mixed with oil before midday, and then used. 
telaparibhogena;pli-tv-kd6:2.1.5;kāle paṭiggahitaṃ kāle nippakkaṃ kāle saṃsaṭṭhaṃ telaparibhogena paribhuñjituṃ. ;They should be received, melted, and mixed with oil before midday, and then used. 
mūlādibhesajjakathā;pli-tv-kd6:3.1.0;2. Mūlādibhesajjakathā ;2. Discussion of root medicines, etc. 
vacatthaṃ;pli-tv-kd6:3.1.4;haliddiṃ, siṅgiveraṃ, vacaṃ, vacattaṃ, ativisaṃ, kaṭukarohiṇiṃ, usīraṃ, bhaddamuttakaṃ, yāni vā panaññānipi atthi mūlāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;turmeric, ginger, sweet flag, white sweet flag, atis root, black hellebore, vetiver root, nut grass, and whatever other medicinal roots there are that don’t serve as fresh or cooked food. 
khādanīyatthaṃ;pli-tv-kd6:3.1.4;haliddiṃ, siṅgiveraṃ, vacaṃ, vacattaṃ, ativisaṃ, kaṭukarohiṇiṃ, usīraṃ, bhaddamuttakaṃ, yāni vā panaññānipi atthi mūlāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;turmeric, ginger, sweet flag, white sweet flag, atis root, black hellebore, vetiver root, nut grass, and whatever other medicinal roots there are that don’t serve as fresh or cooked food. 
bhojanīyatthaṃ;pli-tv-kd6:3.1.4;haliddiṃ, siṅgiveraṃ, vacaṃ, vacattaṃ, ativisaṃ, kaṭukarohiṇiṃ, usīraṃ, bhaddamuttakaṃ, yāni vā panaññānipi atthi mūlāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;turmeric, ginger, sweet flag, white sweet flag, atis root, black hellebore, vetiver root, nut grass, and whatever other medicinal roots there are that don’t serve as fresh or cooked food. 
nisadapotakanti;pli-tv-kd6:3.2.3;Anujānāmi, bhikkhave, nisadaṃ nisadapotakanti. ;I allow a grinding stone. 
kasāvabhesajjāni;pli-tv-kd6:4.1.3;Anujānāmi, bhikkhave, kasāvāni bhesajjāni—;I allow bitter medicines from these plants: 
nimbakasāvaṃ;pli-tv-kd6:4.1.4;nimbakasāvaṃ, kuṭajakasāvaṃ, paṭolakasāvaṃ, phaggavakasāvaṃ, nattamālakasāvaṃ, yāni vā panaññānipi atthi kasāvāni bhesajjāni neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;neem tree, arctic snow, pointed gourd, white fig, Indian beech, and whatever other bitter medicines there are that don’t serve as fresh or cooked food. 
paṭolakasāvaṃ;pli-tv-kd6:4.1.4;nimbakasāvaṃ, kuṭajakasāvaṃ, paṭolakasāvaṃ, phaggavakasāvaṃ, nattamālakasāvaṃ, yāni vā panaññānipi atthi kasāvāni bhesajjāni neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;neem tree, arctic snow, pointed gourd, white fig, Indian beech, and whatever other bitter medicines there are that don’t serve as fresh or cooked food. 
phaggavakasāvaṃ;pli-tv-kd6:4.1.4;nimbakasāvaṃ, kuṭajakasāvaṃ, paṭolakasāvaṃ, phaggavakasāvaṃ, nattamālakasāvaṃ, yāni vā panaññānipi atthi kasāvāni bhesajjāni neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;neem tree, arctic snow, pointed gourd, white fig, Indian beech, and whatever other bitter medicines there are that don’t serve as fresh or cooked food. 
nattamālakasāvaṃ;pli-tv-kd6:4.1.4;nimbakasāvaṃ, kuṭajakasāvaṃ, paṭolakasāvaṃ, phaggavakasāvaṃ, nattamālakasāvaṃ, yāni vā panaññānipi atthi kasāvāni bhesajjāni neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;neem tree, arctic snow, pointed gourd, white fig, Indian beech, and whatever other bitter medicines there are that don’t serve as fresh or cooked food. 
kuṭajapaṇṇaṃ;pli-tv-kd6:5.1.4;nimbapaṇṇaṃ, kuṭajapaṇṇaṃ, paṭolapaṇṇaṃ, sulasipaṇṇaṃ, kappāsapaṇṇaṃ, yāni vā panaññānipi atthi paṇṇāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;neem tree, arctic snow, pointed gourd, holy basil, cotton plant, and whatever other leaf medicines there are that don’t serve as fresh or cooked food. 
paṭolapaṇṇaṃ;pli-tv-kd6:5.1.4;nimbapaṇṇaṃ, kuṭajapaṇṇaṃ, paṭolapaṇṇaṃ, sulasipaṇṇaṃ, kappāsapaṇṇaṃ, yāni vā panaññānipi atthi paṇṇāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;neem tree, arctic snow, pointed gourd, holy basil, cotton plant, and whatever other leaf medicines there are that don’t serve as fresh or cooked food. 
sulasipaṇṇaṃ;pli-tv-kd6:5.1.4;nimbapaṇṇaṃ, kuṭajapaṇṇaṃ, paṭolapaṇṇaṃ, sulasipaṇṇaṃ, kappāsapaṇṇaṃ, yāni vā panaññānipi atthi paṇṇāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;neem tree, arctic snow, pointed gourd, holy basil, cotton plant, and whatever other leaf medicines there are that don’t serve as fresh or cooked food. 
kappāsapaṇṇaṃ;pli-tv-kd6:5.1.4;nimbapaṇṇaṃ, kuṭajapaṇṇaṃ, paṭolapaṇṇaṃ, sulasipaṇṇaṃ, kappāsapaṇṇaṃ, yāni vā panaññānipi atthi paṇṇāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;neem tree, arctic snow, pointed gourd, holy basil, cotton plant, and whatever other leaf medicines there are that don’t serve as fresh or cooked food. 
goṭṭhaphalaṃ;pli-tv-kd6:6.1.4;bilaṅgaṃ, pippaliṃ, maricaṃ, harītakaṃ, vibhītakaṃ, āmalakaṃ, goṭṭhaphalaṃ, yāni vā panaññānipi atthi phalāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;false black pepper, long pepper, black pepper, chebulic myrobalan, belleric myrobalan, emblic myrobalan, crepe ginger, and whatever other medicinal fruits there are that don’t serve as fresh or cooked food. 
goṭhaphalaṃ;pli-tv-kd6:6.1.4;bilaṅgaṃ, pippaliṃ, maricaṃ, harītakaṃ, vibhītakaṃ, āmalakaṃ, goṭṭhaphalaṃ, yāni vā panaññānipi atthi phalāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;false black pepper, long pepper, black pepper, chebulic myrobalan, belleric myrobalan, emblic myrobalan, crepe ginger, and whatever other medicinal fruits there are that don’t serve as fresh or cooked food. 
koṭṭhaphalaṃ;pli-tv-kd6:6.1.4;bilaṅgaṃ, pippaliṃ, maricaṃ, harītakaṃ, vibhītakaṃ, āmalakaṃ, goṭṭhaphalaṃ, yāni vā panaññānipi atthi phalāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti … ;false black pepper, long pepper, black pepper, chebulic myrobalan, belleric myrobalan, emblic myrobalan, crepe ginger, and whatever other medicinal fruits there are that don’t serve as fresh or cooked food. 
hiṅgujatuṃ;pli-tv-kd6:7.1.4;hiṅguṃ, hiṅgujatuṃ, hiṅgusipāṭikaṃ, takaṃ, takapattiṃ, takapaṇṇiṃ, sajjulasaṃ, yāni vā panaññānipi atthi jatūni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti … ;gum exuded from the asafoetida shrub, gum from the twigs and leaves of the asafoetida shrub, gum from the leaves of the asafoetida shrub, <i lang='pi' translate='no'>taka</i> gum, <i lang='pi' translate='no'>taka</i>-leaf gum, gum from heated <i lang='pi' translate='no'>taka</i> foliage, resin, and whatever other medicinal gums there are that don’t serve as fresh or cooked food. 
hiṅgusipāṭikaṃ;pli-tv-kd6:7.1.4;hiṅguṃ, hiṅgujatuṃ, hiṅgusipāṭikaṃ, takaṃ, takapattiṃ, takapaṇṇiṃ, sajjulasaṃ, yāni vā panaññānipi atthi jatūni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti … ;gum exuded from the asafoetida shrub, gum from the twigs and leaves of the asafoetida shrub, gum from the leaves of the asafoetida shrub, <i lang='pi' translate='no'>taka</i> gum, <i lang='pi' translate='no'>taka</i>-leaf gum, gum from heated <i lang='pi' translate='no'>taka</i> foliage, resin, and whatever other medicinal gums there are that don’t serve as fresh or cooked food. 
takapattiṃ;pli-tv-kd6:7.1.4;hiṅguṃ, hiṅgujatuṃ, hiṅgusipāṭikaṃ, takaṃ, takapattiṃ, takapaṇṇiṃ, sajjulasaṃ, yāni vā panaññānipi atthi jatūni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti … ;gum exuded from the asafoetida shrub, gum from the twigs and leaves of the asafoetida shrub, gum from the leaves of the asafoetida shrub, <i lang='pi' translate='no'>taka</i> gum, <i lang='pi' translate='no'>taka</i>-leaf gum, gum from heated <i lang='pi' translate='no'>taka</i> foliage, resin, and whatever other medicinal gums there are that don’t serve as fresh or cooked food. 
takapaṇṇiṃ;pli-tv-kd6:7.1.4;hiṅguṃ, hiṅgujatuṃ, hiṅgusipāṭikaṃ, takaṃ, takapattiṃ, takapaṇṇiṃ, sajjulasaṃ, yāni vā panaññānipi atthi jatūni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti … ;gum exuded from the asafoetida shrub, gum from the twigs and leaves of the asafoetida shrub, gum from the leaves of the asafoetida shrub, <i lang='pi' translate='no'>taka</i> gum, <i lang='pi' translate='no'>taka</i>-leaf gum, gum from heated <i lang='pi' translate='no'>taka</i> foliage, resin, and whatever other medicinal gums there are that don’t serve as fresh or cooked food. 
sāmuddaṃ;pli-tv-kd6:8.1.4;sāmuddaṃ, kāḷaloṇaṃ, sindhavaṃ, ubbhidaṃ, bilaṃ, yāni vā panaññānipi atthi loṇāni bhesajjāni, neva khādanīye khādanīyatthaṃ pharanti, na bhojanīye bhojanīyatthaṃ pharanti, tāni—;sea salt, black salt, hill salt, soil salt, red salt, and whatever other medicinal salts there are that don’t serve as fresh or cooked food. 
ubbhiraṃ;;"sindhavaṃ, ubbhidaṃ → sindhavañca ubbhidañca (sya-all); sindhavaṃ ubbhiraṃ (itipi) ";No translation found
thullakacchābādho;pli-tv-kd6:9.1.1;Tena kho pana samayena āyasmato ānandassa upajjhāyassa āyasmato belaṭṭhasīsassa thullakacchābādho hoti. ;At this time Venerable Ānanda’s preceptor, Venerable Belaṭṭhasīsa, had carbuncles, 
cuṇṇacālininti;pli-tv-kd6:10.1.3;Anujānāmi, bhikkhave, cuṇṇacālininti. ;I allow a powder sieve. 
dussacālininti;pli-tv-kd6:10.1.6;Anujānāmi, bhikkhave, dussacālininti. ;I allow a cloth sieve. 
sūkarasūnaṃ;pli-tv-kd6:10.2.3;So sūkarasūnaṃ gantvā āmakamaṃsaṃ khādi, āmakalohitaṃ pivi. ;He then went to a pigs’ slaughterhouse to eat raw meat and drink blood. 
āmakalohitaṃ;pli-tv-kd6:10.2.3;So sūkarasūnaṃ gantvā āmakamaṃsaṃ khādi, āmakalohitaṃ pivi. ;He then went to a pigs’ slaughterhouse to eat raw meat and drink blood. 
cakkhurogābādho;pli-tv-kd15:2.5.9;Tena kho pana samayena aññatarassa bhikkhuno cakkhurogābādho hoti. ;Soon afterwards a certain monk had an eye disease. 
kāḷañjanaṃ;pli-tv-kd6:11.2.5;kāḷañjanaṃ, rasañjanaṃ, sotañjanaṃ, gerukaṃ, kapallanti. ;black ointment, mixed ointment, river ointment, red ocher, and soot. 
sotañjanaṃ;pli-tv-kd6:11.2.5;kāḷañjanaṃ, rasañjanaṃ, sotañjanaṃ, gerukaṃ, kapallanti. ;black ointment, mixed ointment, river ointment, red ocher, and soot. 
añjanūpapisanehi;pli-tv-kd6:11.2.6;Añjanūpapisanehi attho hoti. ;They needed scented ointments. 
tiṇacuṇṇehipi;pli-tv-kd15:16.2.31;Udapāno apāruto hoti, tiṇacuṇṇehipi paṃsukehipi okiriyyati …pe… ;The wells were not covered. Grass, dust, and dirt fell into them. 
okiriyanti;pli-tv-kd6:12.1.2;tiṇacuṇṇehipi paṃsukehipi okiriyanti. ;The ointment was contaminated with grass, dust, and dirt. 
naḷamayaṃ;pli-tv-kd15:11.1.14;Anujānāmi, bhikkhave, aṭṭhimayaṃ dantamayaṃ visāṇamayaṃ naḷamayaṃ veḷumayaṃ kaṭṭhamayaṃ jatumayaṃ phalamayaṃ lohamayaṃ saṅkhanābhimayanti. ;I allow knife handles made of bone, ivory, horn, reed, bamboo, wood, resin, fruit, metal, and shell. 
veḷumayaṃ;pli-tv-kd15:11.1.14;Anujānāmi, bhikkhave, aṭṭhimayaṃ dantamayaṃ visāṇamayaṃ naḷamayaṃ veḷumayaṃ kaṭṭhamayaṃ jatumayaṃ phalamayaṃ lohamayaṃ saṅkhanābhimayanti. ;I allow knife handles made of bone, ivory, horn, reed, bamboo, wood, resin, fruit, metal, and shell. 
phalamayaṃ;pli-tv-kd15:11.1.14;Anujānāmi, bhikkhave, aṭṭhimayaṃ dantamayaṃ visāṇamayaṃ naḷamayaṃ veḷumayaṃ kaṭṭhamayaṃ jatumayaṃ phalamayaṃ lohamayaṃ saṅkhanābhimayanti. ;I allow knife handles made of bone, ivory, horn, reed, bamboo, wood, resin, fruit, metal, and shell. 
saṅkhanābhimayanti;pli-tv-kd15:11.1.14;Anujānāmi, bhikkhave, aṭṭhimayaṃ dantamayaṃ visāṇamayaṃ naḷamayaṃ veḷumayaṃ kaṭṭhamayaṃ jatumayaṃ phalamayaṃ lohamayaṃ saṅkhanābhimayanti. ;I allow knife handles made of bone, ivory, horn, reed, bamboo, wood, resin, fruit, metal, and shell. 
salākaṭhāniyanti;pli-tv-kd6:12.4.3;Anujānāmi, bhikkhave, salākaṭhāniyanti. ;I allow a case for the ointment stick. 
salākodhāniyanti;pli-tv-kd6:12.4.3;Anujānāmi, bhikkhave, salākaṭhāniyanti. ;I allow a case for the ointment stick. 
añjanitthavikanti;pli-tv-kd6:12.4.6;Anujānāmi, bhikkhave, añjanitthavikanti. ;I allow a bag for the ointment box. 
bandhanasuttakanti;pli-tv-kd15:9.4.33;Anujānāmi, bhikkhave, aṃsabaddhakaṃ bandhanasuttakanti. ;I allow a shoulder strap and a string for fastening. 
nakkhamaniyo;pli-tv-kd6:13.1.4;Nakkhamaniyo hoti. ;He did not get better. 
āsiñciyati;pli-tv-kd6:13.2.1;Natthuṃ visamaṃ āsiñcanti. ;The nose dropper dripped unevenly. 
yamakanatthukaraṇinti;pli-tv-kd6:13.2.3;Anujānāmi, bhikkhave, yamakanatthukaraṇinti. ;I allow a double nose dropper. 
dhūmanettathavikanti;pli-tv-kd6:13.2.23;Anujānāmi, bhikkhave, dhūmanettathavikanti. ;I allow a bag for the tubes. 
ghaṃsiyanti;pli-tv-kd6:13.2.24;Ekato ghaṃsiyanti. ;The tubes scratched each other. 
yamakathavikanti;pli-tv-kd6:13.2.26;Anujānāmi, bhikkhave, yamakathavikanti. ;I allow a bag with two compartments. 
atipakkhittamajjāni;pli-tv-kd6:14.1.9;Tena kho pana samayena chabbaggiyā bhikkhū atipakkhittamajjāni telāni pacanti, tāni pivitvā majjanti. ;Soon afterwards the monks from the group of six heated oil with too much alcohol. They drank it and became drunk. 
