id	field1	value1	field2	value2	field3	value3	comment	feedback	approved	checked	deva_comment
26630	lemma_1	cittasaṅkhāra 1					added new meaning		yes		
30153	grammar	pron, masc & nt loc sg of ta					missing		yes		
30154	grammar	pron, masc & nt loc sg of ta, loc abs					missing		yes		
30155	grammar	pron, masc & nt loc sg of ta, loc abs					missing		yes		
30156	grammar	pron, masc & nt loc sg of ta, loc abs					missing		yes		
59672	compound_type	catutthī tappurisa	compound_construction	samādh<b>ino</b> + saṃvattanika			error	well caught	yes		
20013	source_1	SN12.51	sutta_1	parivīmaṃsanasuttaṃ	example_1	tatra y'āyaṃ usmā sā tatth'eva vūpasameyya, <b>kapallāni</b> avasisseyyuṃ. evam'eva kho, bhikkhave, bhikkhu kāyapariyantikaṃ vedanaṃ vedayamāno kāyapariyantikaṃ vedanaṃ vedayāmī'ti pajānāti, jīvitapariyantikaṃ vedanaṃ vedayamāno jīvitapariyantikaṃ vedanaṃ vedayāmī'ti pajānāti.	missing		yes		
20013	construction	kapāla + ya					missing		yes		
20013	commentary	(SNa) <b>kapallānī</b>'ti saha mukhavaṭṭiyā ekābaddhāni kumbhakapallāni.					missing		yes		
20013	derivative	taddhita	suffix	ya			missing		yes		
20013	meaning_1	potsherd; shard					missing		yes		
20013	grammar	nt, from kapāla					missing		yes		
20013	derived_from	kapāla					missing		yes		
20013	family_compound	kapāla					missing		yes		
36625	source_2	SN12.55	sutta_2	mahārukkhasuttaṃ	example_2	so taṃ rukkhaṃ mūle chindeyya, mūlaṃ chinditvā palikhaṇeyya, palikhaṇitvā mūlāni uddhareyya antamaso usīra<b>nāḷi</b>mattāni'pi.	missing		yes		
36625	meaning_1	tube; pipe; stalk					missing		yes		
60772	commentary	(SNa) <b>sammasatha no</b>'ti sammasatha nu.					missing		yes		
60772	source_2	SN12.66	sutta_2	sammasasuttaṃ	example_2	bhagavā etadavoca, <b>sammasatha</b> no tumhe, bhikkhave, antaraṃ sammasan'ti.	missing		yes		
60771	source_1	SN12.66	sutta_1	sammasasuttaṃ	example_1	bhagavā etadavoca, sammasatha no tumhe, bhikkhave, antaraṃ <b>sammasan</b>'ti.	missing		yes		
12458	source_1	SN12.66	sutta_1	sammasasuttaṃ	example_1	atha kho so bhikkhu byākāsi. yathā so bhikkhu byākāsi na so bhikkhu bhagavato cittaṃ <b>ārādhesi</b>.	missing		yes		
12458	construction	ā + rādhe + si					missing		yes		
12458	commentary	(SNa) <b>na so bhikkhu bhagavato cittaṃ ārādhesī</b>'ti paccayākāravasena byākārāpetukāmassa bhagavato tathā abyākaritvā dvattiṃs'ākāravasena byākaronto ajjhāsayaṃ gahetuṃ n'āsakkhi.					missing		yes		
12458	plus_case	+acc					missing		yes		
12458	meaning_1	satisfied; pleased; appealed (to)					missing		yes		
12458	synonym	ārādhayi, santappesi					missing		yes		
54587	meaning_lit	of night and of day					gen		yes		
50451	lemma_2						del word, something wrong here	can't figure out what you're trying to do here	no	yes	
29909	commentary	"(SNa) <b>tapatī</b>'ti virocati.
(DHPa) <b>divā tapatī</b>'ti divā virocati, rattiṃ pan'assa gatamaggopi na paññāyati."					missing		yes		
29909	source_2	DHP26	sutta_2	brāhmaṇavaggo	example_2	"divā <b>tapati</b> ādicco,
rattim'ābhāti candimā,
sannaddho khattiyo <b>tapati</b>,
jhāyī <b>tapati</b> brāhmaṇo,
atha sabbam'ahorattiṃ,
buddho <b>tapati</b> tejasā."	duplicted changed		yes		
5520	sanskrit	aneka + sambhāra					missing		yes		
5520	source_1	SN35.246	sutta_1	vīṇopamasuttaṃ	example_1	so evaṃ vadeyya, alaṃ me, bho, tāya vīṇāya, tam'eva me saddaṃ āharathā'ti. tam'enaṃ evaṃ vadeyyuṃ, ayaṃ kho, bhante, vīṇā nāma <b>anekasambhārā</b> mahāsambhārā.	missing		yes		
5520	commentary	-					missing		yes		
5646	source_2	SN35.241	sutta_2	paṭhamadārukkhandhopamasuttaṃ	example_2	evaṃ, bhante. sace so, bhikkhave, dārukkhandho na orimaṃ tīraṃ upagacchati, na pārimaṃ tīraṃ upagacchati, na majjhe saṃsīdissati, na thale ussīdissati, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na <b>anto</b>pūti bhavissati, evañ'hi so, bhikkhave, dārukkhandho samuddaninno bhavissati samuddapoṇo samuddapabbhāro. taṃ kissa hetu?	missing		yes		
18169	sanskrit	evam + bandhanīya					missing		yes		
18169	source_1	SN35.246	sutta_1	vīṇopamasuttaṃ	example_1	tam'enaṃ evaṃ vadeyyuṃ, esā, kho, bhante, vīṇā nāma, yassā eso saddo evaṃrajanīyo evaṃkamanīyo evaṃmadanīyo evaṃmucchanīyo <b>evaṃbandhanīyo</b>'ti.	missing		yes		
18169	commentary	-					missing		yes		
18174	sanskrit	evam + madanīya					missing		yes		
18174	source_1	SN35.246	sutta_1	vīṇopamasuttaṃ	example_1	tam'enaṃ evaṃ vadeyyuṃ, esā, kho, bhante, vīṇā nāma, yassā eso saddo evaṃrajanīyo evaṃkamanīyo <b>evaṃmadanīyo</b> evaṃmucchanīyo evaṃbandhanīyo'ti.	missing		yes		
18174	commentary	-					missing		yes		
18178	sanskrit	evam + mūrch					missing		yes		
18178	source_1	SN35.246	sutta_1	vīṇopamasuttaṃ	example_1	tam'enaṃ evaṃ vadeyyuṃ, esā, kho, bhante, vīṇā nāma, yassā eso saddo evaṃrajanīyo evaṃkamanīyo evaṃmadanīyo <b>evaṃmucchanīyo</b> evaṃbandhanīyo'ti.	missing		yes		
18178	commentary	-					missing		yes		
18745	source_2	SN35.246	sutta_2	vīṇopamasuttaṃ	example_2	sakalikaṃ sakalikaṃ karitvā agginā ḍaheyya, agginā ḍahitvā masiṃ kareyya. masiṃ karitvā mahāvāte vā <b>ophuneyya</b>, nadiyā vā sīghasotāya pavāheyya.	missing		yes		
38596	meaning_2	consisting of blue, yellow etc.					typo		yes		
51059	meaning_1	who talks sweetly; who abstains from harsh speech					fig meaning		yes		
59283	notes	see BSK samātta for discussion. (PED) pp. of saṃ + āp					now abr is BSK		yes		
51121	source_1	MN2.2	sutta_1	sabbāsavasuttaṃ	example_1	idha, bhikkhave, assutavā puthujjano <b>manasikaraṇīye</b> dhamme nappajānāti, amanasikaraṇīye dhamme nappajānāti	typo		yes		
35064	meaning_2	Saṃyutta Nikāya 14 (SN14)					for samukta search		yes		
60767	meaning_2	Saṃyutta Nikāya 49.1-12 (SN49)					link for samukta search		yes		
62528	meaning_2	Saṃyutta Nikāya 28 (SN28)					link for samukta search		yes		
15956	meaning_1	attached by engaging, grasping and clinging; shackled with going near, grabbing and holding					to fit instr tappurisa	too literal english	no	yes	
35546	source_1	SN12.15	sutta_1	kaccānagottasuttaṃ	example_1	dvayanissito khv'āyaṃ, kaccāna, loko yebhuyyena, atthitañ'c'eva <b>n'atthitañ</b>'ca. lokasamudayaṃ kho, kaccāna, yathābhūtaṃ sammappaññāya passato yā loke <b>n'atthitā</b> sā na hoti. lokanirodhaṃ kho, kaccāna, yathābhūtaṃ sammappaññāya passato yā loke atthitā sā na hoti.	sandhi		yes		
35546	source_2	VIN PAT PK	sutta_2	saṅghuposatha pubbakaraṇādi vidhi	example_2	ovādo, bhikkhuṇīnaṃ ovādo dātabbo dinno kiṃ? idāni pana tāsaṃ <b>n'atthitāya</b>, so ca ovādo idha n'atthi.	sandhi		yes		
18210	sanskrit	evam + ayam					error		yes		
18210	construction	evaṃ + ayaṃ					error		yes		
18210	family_compound	evaṃ ayaṃ					error		yes		
46002	meaning_2	Tipiṭaka; three main collections of scripture; Vinaya, Sutta and Abhidhamma; lit. three baskets					: > ;		yes		
33649	stem	duppūraṇ	pattern	a adj			correct spelling		yes		
33649	construction	dur + √pūr + aṇa					error in spelling		yes		
33649	lemma_2	duppūraṇa					error in spelling		yes		
33649	source_1	SNa35.228	sutta_1	paṭhamasamuddasuttavaṇṇanā	example_1	yadi <b>duppūraṇ</b>'aṭṭhena yadi vā samuddan'aṭṭhena samuddo, cakkhum'eva samuddo.	missing		yes		
33649	lemma_1	duppūraṇa					error in spelling		yes		
12461	notes						error		yes		
77806	family_set	names of arahants					housholder which later become arahant		yes		
77806	meaning_1	name of an arahant monk; one of the four friends of Yasa					housholder which later 		yes		
77814	source_1	VIN3.1.9	sutta_1	pabbajjūpasampadākathā	example_1	tena kho pana samayena bhikkhū nānādisā nānājanapadā pabbajj'āpekkhe ca <b>upasampad'āpekkhe</b> ca ānenti, bhagavā ne pabbājessati upasampādessatī'ti.	missing		yes		
77816	source_1	VIN3.1.9	sutta_1	pabbajjūpasampadākathā	example_1	paṭhamaṃ kesamassuṃ ohārāpetvā, kāsāyāni vatthāni acchādāpetvā, ek'aṃsaṃ uttar'āsaṅgaṃ kārāpetvā, bhikkhūnaṃ pāde vandāpetvā, ukkuṭikaṃ nisīdāpetvā, añjaliṃ <b>paggaṇhāpetvā</b>, evaṃ vadehī'ti vattabbo	missing		yes		
21988	meaning_1	what is the source?; what is the origin?					missing		yes		
28615	lemma_1	jīvitasaṅkhāra 1					added new meaning		yes		
53989	meaning_1	keeps going (by); continues to go (with); stays on the road (by)					missing		yes		
53989	source_1	SN47.9	sutta_1	gilānasuttaṃ	example_1	seyyathā'pi, ānanda, jajjarasakaṭaṃ veṭhamissakena <b>yāpeti</b>, evam'eva kho, ānanda, veṭhamissakena maññe tathāgatassa kāyo yāpeti.	missing		yes		
53989	trans	intrans					missing		yes		
53989	plus_case	+instr					missing		yes		
682	source_1		sutta_1		example_1		moved to masc (see CPD)		yes		
39818	source_2	SN35.241	sutta_2	paṭhamadārukkhandhopamasuttaṃ	example_2	ayaṃ vuccati, bhikkhu, amanussaggāho. āvaṭṭaggāho'ti kho, bhikkhu, <b>pañcann</b>'etaṃ kāmaguṇānaṃ adhivacanaṃ.	missing		yes		
39818	meaning_1	to five; for five					missing		yes		
51947	source_1	SN35.246	sutta_1	vīṇopamasuttaṃ	example_1	so evaṃ vadeyya, alaṃ me, bho, tāya vīṇāya, tam'eva me saddaṃ āharathā'ti. tam'enaṃ evaṃ vadeyyuṃ, ayaṃ kho, bhante, vīṇā nāma anekasambhārā <b>mahāsambhārā</b>.	missing		yes		
51947	sanskrit	mahant + sambhāra					missing		yes		
55643	construction	labheyyaṃ + ahaṃ					error		yes		
61735	meaning_1	closely associated (with); involved (with)					add		yes		
61735	source_2	SN35.241	sutta_2	paṭhamadārukkhandhopamasuttaṃ	example_2	katamo ca, bhikkhu, manussaggāho? idha, bhikkhu, gihīhi <b>saṃsaṭṭho</b> viharati, sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati.	missing		yes		
58874	meaning_1	(gram) belonging to the 'all roots' class of verbal endings; having verbal endings of four tenses (i.e. aorist, imperative, optative and present)					missing		yes		
9780	meaning_1	without ease; uncomfortable; not pleasant					missing		yes		
18217	meaning_1	come you! come!					missing		yes		
41090	meaning_1	I will destroy; I will put an end to; I will terminate					missing		yes		
49558	meaning_1	sir; master; good man (object)					missing		yes		
52563	meaning_1	Migāra's mother; epithet of Visākhā					missing		yes		
66148	meaning_1	would say; could speak; could tell					missing		yes		
12401	meaning_1	to begin; to start; to undertake; to arouse					missing		yes		
44357	meaning_1	lets fall away; loses; wastes					missing		yes		
49443	meaning_1	as dangerous; as fearful					missing		yes		
50886	meaning_1	of the best quality					missing	dont leave the lit. in meaning_1	yes		
60445	meaning_1	to press on; to cause to rich; to strive to achieve					missing	already updated	no	yes	
29648	meaning_1	reality; such likeness; actuality					missing		yes		
46701	meaning_1	widely spread					missing		yes		
65871	meaning_1	increased; cultivated; reared or brought up; got ready (of food); served in; set into motion					missing	these meanings need to be split up according to context, not all bundled together	no	yes	
23475	meaning_1	designation as 'aggregates'; the term 'conglomeration'					missing		yes		
25808	meaning_1	letting loose; abandoning					missing		yes		
30211	meaning_1	what do you think?					missing		yes		
38319	meaning_1	departs; escapes (from); become free (from)					missing		yes		
50515	meaning_1	who knows the path					missing		yes		
50551	meaning_1	who knows the path					missing		yes		
53739	meaning_1	whatever one likes; whenever one likes					missing		yes		
54947	meaning_1	king; sovereign; lord					missing	already updated	no	yes	
57320	meaning_1	having cut; having destroyed					missing		yes		
14884	meaning_1	mass of water; collection of water					missing		yes		
25750	meaning_1	the ocean of the eye; ocean (of the forms perceiving by) the eye					missing		yes		
32302	meaning_1	bond; fetter; rope; chain					missing		yes		
34809	meaning_1	experiencing mental phenomena; conscious of thought					missing		yes		
34844	meaning_1	experiencing greed for the mental phenomena; experiencing desire for the thoughts					missing		yes		
55215	meaning_1	experiencing sight; conscious of the material form					missing		yes		
55224	meaning_1	made from sights; consists of material forms					missing		yes		
55231	meaning_1	experiencing greed for the sight; experiencing desire for the material form					missing		yes		
56268	meaning_1	with waves; containing waves					missing		yes		
56551	meaning_1	full of ferocious animals; with sharks					missing	leave lit out of meaning_1	yes		
44953	meaning_1	examining; investigating; considering carefully; lit. moving around					missing		yes		
5902	meaning_1	pitch black darkness; inky blackness					missing		yes		
9071	meaning_1	first break of day; dawn					missing		yes		
14132	meaning_1	rising; ascending; becoming visible					missing		yes		
14779	meaning_1	exposition; manifestation					missing		yes		
14977	meaning_1	rising; growing					missing		yes		
15750	meaning_1	deposits near; lays up; sets out					missing		yes		
22055	meaning_1	how much? to what extent? how …? how …! (an adverb modifying an adjective or adverb; or as forming a compound with an adjective or adverb)					missing	you need to edit the meaning according to context, not just add whatever is there	no	yes	
22969	meaning_1	name of a village					missing		yes		
23718	meaning_1	very soon; very quickly; even faster					missing		yes		
67857	meaning_1	reflecting; considering					missing		yes		
68570	meaning_1	classifying; analysing					missing		yes		
70737	meaning_1	ill-will; malevolence					missing		yes		
26009	meaning_1	four sweets (ghee, honey, sugar and sesame oil)					missing		yes		
50752	meaning_1	the Middle Way; (comm) not approaching the two sides of greed and hatred, freed from them					missing		yes		
32254	meaning_1	alms; gift					missing	already updated	no	yes	
52125	meaning_1	let it not be; may it not exist					missing		yes		
46098	meaning_1	in father; towards father; under father					missing		yes		
7740	meaning_1	praises; applauds					missing		yes		
10181	meaning_1	not crooked; non-dishonest					missing	no lit in meaning_1	yes		
31018	meaning_1	for you all; to you all					missing		yes		
65726	meaning_1	sinful; with faults; with mistakes					missing		yes		
12109	meaning_1	remnants of undigested food; food remains					missing		yes		
45802	meaning_1	fulfilment; completion; perfecting; maturity					missing		yes		
57738	meaning_1	seven elements of awakening; seven factors of enlightenment					missing		yes		
19719	meaning_1	by how many?					missing		yes		
59554	meaning_1	could behave; would act; could conduct oneself					missing		yes		
67337	meaning_1	without drowsiness; with no lethargy					missing		yes		
40782	meaning_1	as personal acquisition; as gain					missing		yes		
64657	meaning_1	very straight; very upright					missing		yes		
57724	meaning_1	to seven; for seven					missing		yes		
15233	meaning_1	above below and across; in every direction					missing		yes		
15325	meaning_1	is beneficial (for); serving for					missing	i'm suspicious of all these meaning_1 being added without any other details being added! in general not just this one	no	yes	
64069	meaning_1	well placed; well established					missing		yes		
6115	meaning_1	(of a rule) not formulated; not prescribed; not decreed; not declared					missing		yes		
53625	meaning_1	as decreed; as prescribed; as formulated					missing		yes		
58216	meaning_1	an under robe and upper robe at most; not more than an inner and outer robe					missing		yes		
13070	meaning_1	openly and even in private					missing		yes		
35564	meaning_1	roared; made a noise					missing		yes		
7557	meaning_1	of excellent vision					missing		yes		
69658	meaning_1	strikes; wards off; banish					missing	no context, two meanings	no	yes	
8740	meaning_1	I am this					missing		yes		
9319	meaning_1	immovable; steady					missing	lit. in meaning_1 again. 	yes		
37512	meaning_1	I myself will bind; I myself shall tie					missing		yes		
23267	meaning_1	space, sky					missing	no context. also clearly unedited	no	yes	
55897	meaning_1	greedy; covetous					missing		yes		
17237	meaning_1	endurance; exertion					missing		yes		
21321	meaning_1	being trained; training to do a task; being made to perform a task					missing		yes		
21370	meaning_1	being made to do					missing	already updated	no	yes	
52355	meaning_1	demonstrates illusion; displays conjurer's trick; lit. causes to see magic					missing	there seems to be no thought into these, no editing, and lit in meaning_1	no	yes	
69321	meaning_1	restlessness; impatience; turmoil					missing		yes		
52176	meaning_1	mother (object)					missing		yes		
62903	meaning_1	smooth; pliable; soft					missing	lit in meaning_1 again	yes		
17592	meaning_1	only young son					missing		yes		
39986	meaning_1	(of a seat, water, etc.) prepares; sets out					missing	lit in meaning_1	yes		
30072	meaning_1	three (3) (object)					missing		yes		
34149	meaning_1	divine power					missing	no thought of context, it means spleandour, majesty in almost all suttas	no	yes	
23035	meaning_1	seniormost of the five ascetics; first monastic disciple of the Buddha					missing		yes		
15402	source_1	SN47.9	sutta_1	gilānasuttaṃ	example_1	evaṃ, bhante'ti kho te bhikkhū bhagavato paṭissutvā samantā vesāliyā yathāmittaṃ yathāsandiṭṭhaṃ yathāsambhattaṃ vassaṃ <b>upagacchuṃ</b>.	missing	its upagacchi 3	no	yes	
75249	root_sign	ya + *aya					missing		yes		
60376	meaning_lit	is caused to stretch forward					pass caus, same as nissārīyati ; and by the way to the tests maybe add exseption - caus pass can be intrans	for tests, need to know the test number, you can addit yourself	yes		
60376	commentary	(VISMa) <b>na sampasāriyatī</b>'ti na visarati, abhirativasena na pakkhandatī'ti attho.					missing		yes		
29006	source_1	VIN1.4.2.8	sutta_1	rūpiyasikkhāpadaṃ	example_1	yaṃ tasmiṃ kule uppajjati khādanīyaṃ vā bhojanīyaṃ vā tato āyasmato upanandassa sakyaputtassa paṭiviso <b>ṭhapiyyati</b>.	missing		yes		
29006	meaning_lit	is caused to stand					caus pass but not pass caus pass		yes		
29006	commentary	-					missing		yes		
5354	meaning_lit	causes to hear along					caus pass but not pass caus pass		yes		
68741	meaning_1	having the flavour of freedom; with the taste of liberation; with the essence of emancipation					same as loṇarasa and ekarasa	then should be adj	yes		
68741	meaning_lit	taste of liberation					missing		yes		
68741	pos	adj					missing		yes		
68741	stem	vimuttiras	pattern	a adj			missing		yes		
68741	lemma_2	vimuttirasa					missing		yes		
68741	grammar	adj, comp					missing		yes		
