"id"	"sbs_class_anki"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"	"sbs_category"	"sbs_audio"
"2088"	"9"	"14"	""	""	""	""	""	""	""	""	"VIN PAT SA 6"	"kuṭikāra sikkhāpada"	"sārambhe ce bhikkhu vatthusmiṃ aparikkamane saññācikāya kuṭiṃ kāreyya bhikkhū vā anabhineyya vatthudesanāya pamāṇaṃ vā <b>atikkāmeyya</b>, saṅghādiseso."	""	""	""	""	""	""	""	""	""	""	""	"[sound:atikkāmeti.mp3]"
"2095"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2098"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2172"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2176"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"2196"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN 22.18"	"mahāsatipaṭṭhānasuttaṃ"	"pāṇ'<b>ātipātā</b> veramaṇī, adinn'ādānā veramaṇī, kāmesumicchācārā veramaṇī, ayaṃ vuccati bhikkhave sammākamm'anto. "	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	"21n"	""	"[sound:coming-soon.mp3]"
"2202"	"20"	""	""	""	""	""	""	""	""	""	"SN 42.6"	"asibandhakaputtasuttaṃ"	"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'<b>ātipātī</b> adinn'ādāyī kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko."	""	""	""	""	""	""	""	""	""	""	""	""
"2204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2205"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2209"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2210"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2211"	"9"	""	""	""	""	""	""	""	""	""	"MN 13"	"mahā dukkhakkhandhasuttaṃ"	"atha kho tesaṃ bhikkhūnaṃ etad'ahosi, <b>atippago </b>kho tāva sāvatthiyaṃ piṇḍāya carituṃ, yaṃ nūna mayaṃ yena aññatitthiyānaṃ paribbājakānaṃ ārāmo ten'upasaṅkameyyāmā'ti"	""	""	""	""	""	""	""	""	""	""	""	"[sound:atippago.mp3]"
"2232"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2237"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Trad"	""	"nāḷāgiriṃ gajavaraṃ <b>atimatta</b>bhūtaṃ, dāv'aggicakkam'asanī'va, sudāruṇan'taṃ, mett'ambusekavidhinā jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	"60n"	""	"[sound:coming-soon.mp3]"
"2244"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2246"	""	""	""	""	""	""	""	"Karaṇīya-metta-sutta"	"The Buddha’s Words on Loving-Kindness"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"53n"	""	"[sound:coming-soon.mp3]"
"2260"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2262"	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2276"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2277"	""	""	""	""	""	""	""	""	""	""	"PAT PK"	"dhammayuttika-pubbakicca"	"yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā <b>atirekā</b> pakatattā pārājikaṃ anāpannā saṅghena vā anukkhittā."	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	"Trad"	""	"mār'<b>ātirekam</b>'abhiyujjhitasabbarattiṃ, ghoram'pan'āḷavakam'akkhamathaddhayakkhaṃ, khantīsudantavidhinā jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	""	"Protective Recitations"	"60n"	"p"	"[sound:coming-soon.mp3]"
"2284"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2304"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2334"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2335"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2338"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"2339"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2340"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2343"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2354"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2357"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2366"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Trad"	""	"sabbo pan'āyaṃ piṇḍapāto ajigucchanīyo, imaṃ pūtikāyaṃ patvā <b>ativiya</b> jigucchanīyo jāyati"	"Āhāra-paṭikūla-paccavekkhaṇa-pāṭho"	"The Repulsiveness of Food"	"Reflections"	"31n"	""	"[sound:coming-soon.mp3]"
"2381"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"2396"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:atīta.mp3]"
"2397"	"7"	""	""	""	""	""	""	"Dhamma-gārava"	"Respect for the Dhamma"	"Verses"	"MN 131"	"bhaddekarattasuttaṃ"	"<b>atītaṃ</b> n'ānvāgameyya,
nappaṭikaṅkhe anāgataṃ,
yad'<b>atītam</b>'pahīnan'taṃ,
appattañ'ca anāgataṃ."	"Bhadd’eka-ratta"	"A single Excellent Night"	"Verses"	""	""	""	""	""	""	"07n"	""	"[sound:atīta.mp3]"
"2398"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:atīta.mp3]"
"2404"	"9"	""	""	""	""	""	""	""	""	""	"MN 38"	"mahātaṇhāsaṅkhayasuttaṃ"	"api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, ahesumha nu kho mayaṃ <b>atītam'addhānaṃ</b>, nanu kho ahesumha atītam'addhānaṃ, kiṃ nu kho ahesumha atītam'addhānaṃ"	""	""	""	""	""	""	""	""	""	""	""	"[sound:atītamaddhānaṃ.mp3]"
"2407"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN 16.21"	"mahāparinibbānasuttaṃ"	"siyā kho pan'ānanda, tumhākaṃ evam'assa, <b>atītasatthukaṃ</b> pāvacanaṃ, n'atthi no satthā'ti."	"Buddha-pacchima-ovāda"	"The Buddha’s Final Instruction"	"Teachings"	"29n"	""	"[sound:coming-soon.mp3]"
"2409"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2412"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2415"	"11"	""	""	""	""	""	""	""	""	""	"SN 22.59"	"anattalakkhaṇasuttaṃ"	"tasmā't'iha, bhikkhave, yaṃ kiñci rūpaṃ a<b>tīt'ānāgatapaccuppannaṃ </b>ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā"	"Anatta-lakkhaṇa-sutta"	"The Discourse on the Characteristic of Not-Self"	"Cardinal Suttas"	""	""	""	""	""	""	"38n"	""	"[sound:atītānāgatapaccuppanna.mp3]"
"2416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2427"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2432"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2433"	"10"	""	""	""	""	""	""	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	"SN 22.59"	"anattalakkhaṇasuttaṃ"	"yaṃ pan'āniccaṃ dukkhaṃ vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, eso'ham'asmi, eso me <b>attā</b>'ti? no h'etaṃ, bhante."	"Anatta-lakkhaṇa-sutta"	"The Discourse on the Characteristic of Not-Self"	"Cardinal Suttas"	""	""	""	""	""	""	"51n"	""	"[sound:atta.mp3]"
"2435"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	"[sound:atta.mp3]"
"2436"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:atta.mp3]"
"2439"	""	""	""	""	""	""	""	"Dhamma-gārava"	"Respect for the Dhamma"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	"07n"	""	"[sound:coming-soon.mp3]"
"2440"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2442"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2447"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 56.11"	"dhammacakkappavattanasuttaṃ"	"yo c'āyaṃ <b>attakilamath</b>'ānuyogo dukkho anariyo anatthasañhito."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	"17n"	""	"[sound:coming-soon.mp3]"
"2448"	"26"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 56.11"	"dhammacakkappavattanasuttaṃ"	"yo c'āyaṃ <b>attakilamath'ānuyogo</b> dukkho anariyo anatthasañhito."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	"17n"	""	"[sound:coming-soon.mp3]"
"2451"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2452"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2458"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2466"	"18"	"11"	""	""	""	""	""	""	""	""	"SN 22.1"	"nakulapitusuttaṃ"	"na rūpaṃ <b>attato</b> samanupassati, na rūpavantaṃ vā attānaṃ, na attani vā rūpaṃ, na rūpasmiṃ vā attānaṃ. ahaṃ rūpaṃ, mama rūpan'ti na pariyuṭṭhaṭṭhāyī hoti. "	""	""	""	""	""	""	""	""	""	""	""	""
"2468"	""	""	""	""	""	""	""	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"28n"	""	"[sound:coming-soon.mp3]"
"2471"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2473"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2476"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 22.43"	"attadīpasuttaṃ"	"<b>attadīpā</b>, bhikkhave, viharatha attasaraṇā anaññasaraṇā, dhammadīpā dhammasaraṇā anaññasaraṇā."	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	"15n"	""	"[sound:coming-soon.mp3]"
"2485"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2486"	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN 51"	"kandarakasuttaṃ"	"adinn'ādānaṃ pahāya adinn'ādānā paṭivirato hoti dinn'ādāyī dinnapāṭikaṅkhī, athenena sucibhūtena <b>attanā</b> viharati."	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"18n"	""	"[sound:coming-soon.mp3]"
"2488"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 3.4"	"piyasuttaṃ"	"kiñ'c'āpi te evaṃ vadeyyuṃ, piyo no attā'ti, atha kho tesaṃ appiyo attā. taṃ kissa hetu? yañ'hi appiyo appiyassa kareyya, taṃ te <b>attanā'va attano</b> karonti, tasmā tesaṃ appiyo attā."	""	""	""	""	""	""
"2489"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 12.41"	"pañcaverabhayasuttaṃ"	"so ākaṅkhamāno <b>attanā'va attānaṃ</b> byākareyya  khīṇanirayo'mhi khīṇatiracchānayoni khīṇapettivisayo khīṇ'āpāyaduggativinipāto sot'āpanno'ham'asmi avinipātadhammo niyato sambodhiparāyaṇo'ti"	""	""	""	""	"e"	""
"2490"	"18"	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	"SN 22.1"	"nakulapitusuttaṃ"	"na rūpaṃ attato samanupassati, na rūpavantaṃ vā attānaṃ, na <b>attani </b>vā rūpaṃ, na rūpasmiṃ vā attānaṃ. ahaṃ rūpaṃ, mama rūpan'ti na pariyuṭṭhaṭṭhāyī hoti. "	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:attani.mp3]"
"2491"	"11"	""	""	""	""	""	""	""	""	""	"MN 22"	"alagaddūpamasuttaṃ"	"<b>attani</b> ca, bhikkhave, attaniye ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?"	""	""	""	""	""	""	""	""	""	""	""	"[sound:attani.mp3]"
"2492"	"11"	""	""	""	""	""	""	""	""	""	"MN 22"	"alagaddūpamasuttaṃ"	"attani ca, bhikkhave,<b> attaniye</b> ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?"	""	""	""	""	""	""	""	""	""	""	""	"[sound:attaniya.mp3]"
"2493"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2495"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2499"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2500"	"16"	""	""	""	""	""	""	""	""	""	"DHP 062"	"bālavaggo"	"puttā m'atthi dhanam'm'atthi,
iti bālo vihaññati,
attā hi <b>attano</b> n'atthi,
kuto puttā kuto dhanaṃ."	""	""	""	""	""	""	""	""	""	""	"pd"	""
"2501"	"18"	""	""	""	""	""	""	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	"DHP 160"	"attavaggo"	"attā hi <b>attano</b> nātho,
ko hi nātho paro siyā,
attanā hi sudantena,
nāthaṃ labhati dullabhaṃ."	""	""	""	""	""	""	""	""	""	"15n"	""	"[sound:coming-soon.mp3]"
"2513"	"23"	""	""	""	""	""	""	""	""	""	"MN 61"	"ambalaṭṭhika rāhulovādasuttaṃ"	"sace tvaṃ, rāhula, paccavekkhamāno evaṃ jāneyyāsi, yaṃ kho ahaṃ idaṃ kāyena kammaṃ kattu'kāmo idaṃ me kāyakammaṃ <b>attabyābādhāya</b>'pi saṃvatteyya"	""	""	""	""	""	""	""	""	""	""	"e"	""
"2517"	"22"	""	""	""	""	""	""	""	""	""	"SN 22.96"	"gomayapiṇḍasuttaṃ"	"ettako ce'pi, bhikkhu,<b> attabhāva</b>paṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, na'y'idaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya."	""	""	""	""	""	""	""	""	""	""	""	""
"2519"	"22"	""	""	""	""	""	""	""	""	""	"SN 22.96"	"gomayapiṇḍasuttaṃ"	"ettako ce'pi, bhikkhu,<b> attabhāvapaṭilābho</b> abhavissa nicco dhuvo sassato avipariṇāmadhammo, na'y'idaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya."	""	""	""	""	""	""	""	""	""	""	""	""
"2524"	"7"	""	""	""	""	""	""	"Anatta-lakkhaṇa-sutta"	"The Discourse on the Characteristic of Not-Self"	"Cardinal Suttas"	"DN 10.2"	"subhasuttaṃ"	"te tāvataken'eva <b>attamanā</b> assu, alam'ettāvatā, katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñci uttarikaraṇīyan'ti."	""	""	""	""	""	""	""	""	""	"38n"	""	"[sound:attamana.mp3]"
"2526"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2527"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2539"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2542"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2544"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP 16"	"maṅgalasuttaṃ
cūḷavaggo 4"	"paṭirūpadesavāso ca, pubbe ca katapuññatā.
<b>attasammāpaṇidhi</b> ca, etaṃ maṅgalam'uttamaṃ. "	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	"51n"	""	"[sound:coming-soon.mp3]"
"2545"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 22.43"	"attadīpasuttaṃ"	"attadīpā, bhikkhave, viharatha <b>attasaraṇā</b> anaññasaraṇā, dhammadīpā dhammasaraṇā anaññasaraṇā."	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	"15n"	""	"[sound:coming-soon.mp3]"
"2550"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 12.2"	"vibhaṅgasuttaṃ"	"kām'upādānaṃ, diṭṭh'upādānaṃ, sīlabbat'upādānaṃ, <b>attavād'</b>upādānaṃ. idaṃ vuccati taṇhāpaccayā upādānaṃ."	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"23n"	""	"[sound:coming-soon.mp3]"
"2552"	""	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"2559"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2560"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2561"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2565"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2566"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2567"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2569"	"8"	""	""	""	""	""	""	"Mettā-pharaṇa"	"Universal Well-Being"	"Reflections"	"DHP 088"	"paṇḍitavaggo"	"tatr'ābhiratim'iccheyya, hitvā kāme akiñcano, 
pariyodapeyya <b>attānaṃ</b>, cittaklesehi paṇḍito."	"Ti-lakkhaṇā"	"The Three Characteristics"	"Verses"	""	""	""	""	""	""	"321n"	""	"[sound:attānaṃ.mp3]"
"2570"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2574"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN 3.39"	"sukhumālasuttaṃ"	"assutavā kho puthujjano attanā jarādhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyati harāyati jigucchati <b>attānaṃ'y'eva</b> {na} atisitvā, aham'pi kho'mhi jarādhammo jaraṃ anatīto"	""	""	""	""	""	""
"2576"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2577"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2581"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2592"	"14"	""	""	""	""	""	""	""	""	""	"VIN PAT SA 6"	"kuṭikāra sikkhāpada"	"saññācikāya pana bhikkhunā kuṭiṃ kārayamānena, assāmikaṃ <b>att'uddesaṃ</b>, pamāṇikā kāretabbā. tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'antarā."	""	""	""	""	""	""	""	""	""	""	""	""
"2594"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2597"	"3"	"2"	""	""	""	""	""	""	""	""	"SN 22.1"	"nakulapitusuttaṃ"	"sādhu vat'āyasmantaṃ'y'eva sāriputtaṃ paṭibhātu etassa bhāsitassa <b>attho</b>'ti."	""	""	""	""	""	""	""	""	""	""	""	"[sound:attha.mp3]"
"2598"	"10"	"2"	""	""	""	""	""	"Karaṇīya-metta-sutta"	"The Buddha’s Words on Loving-Kindness"	"Protective Recitations"	"SN 12.22"	"dutiyadasabalasuttaṃ"	"par'<b>atthaṃ</b> vā hi bhikkhave sampassamānena alam'eva appamādena sampādetuṃ"	"Dhamma-pahaṃsāna"	"Striving According to the Dhamma"	"Teachings"	""	""	""	""	""	""	"53n"	""	"[sound:attha.mp3]"
"2599"	"16"	"2"	""	""	""	""	""	""	""	""	"SN 47.10"	"bhikkhunupassayasuttaṃ"	"yassa khv'āhaṃ atthāya cittaṃ paṇidahiṃ so me <b>attho</b> abhinipphanno."	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:attha.mp3]"
"2600"	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:attha.mp3]"
"2603"	"2"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:attha.mp3]"
"2604"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:attha.mp3]"
"2605"	"20"	"2"	""	""	""	""	""	""	""	""	"DN 22.18"	"mahāsatipaṭṭhānasuttaṃ"	"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ <b>atthaṅ'</b>gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati."	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	"21n"	""	"[sound:attha.mp3]"
"2607"	"5"	"4"	""	""	""	""	""	""	""	""	"MN 19"	"dvedhāvitakkasuttaṃ"	"etāni, bhikkhave, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhave, mā pamād'<b>attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī'ti."	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	"15n"	""	"[sound:attha.mp3]"
"2615"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2624"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2625"	"10"	""	""	""	""	""	""	""	""	""	"VIN PAT PC 22"	"atthaṅgata sikkhāpada"	"sammato'pi ce bhikkhu <b>atthaṅ'gate</b> suriye bhikkhuniyo ovadeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"2626"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"2630"	"10"	""	""	""	""	""	""	""	""	""	"VIN PAT PC 22"	"atthaṅgata sikkhāpada"	"sammato'pi ce bhikkhu <b>atthaṅ'gate suriye</b> bhikkhuniyo ovadeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"2631"	"20"	""	""	""	""	""	""	""	""	""	"DN 22.18"	"mahāsatipaṭṭhānasuttaṃ"	"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ <b>atthaṅ'gamā</b>, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati."	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	"21n"	""	"[sound:coming-soon.mp3]"
"2635"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2640"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 257"	"pārāpariyattheragāthā"	"nīcā niviṭṭhā subharā, mudū atthaddhamānasā.
abyāsekā amukharā, <b>atthacintā</b> vas'ānugā. "	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	"13n"	""	"[sound:coming-soon.mp3]"
